English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Zone Hot Water Equipment Convective Heating Rate,Tasa de Calefacción Convectiva del Equipo de Agua Caliente de Zona,Zona: Equipos de Agua Caliente: Velocidad de Calentamiento Convectivo,Débit calorique convectif de l&apos;équipement d&apos;eau chaude de zone,Zone: Équipement d'Eau Chaude: Puissance de Chauffage Convective,Y,Y
Zone Hot Water Equipment District Heating Energy,Energía de Calefacción Distrital del Equipo de Agua Caliente de Zona,Zona: Energía de Calefacción por Distrito del Equipo de Agua Caliente,Énergie de Chauffage Urbain des Équipements d&apos;Eau Chaude de Zone,Zone : Énergie de Chauffage Urbain pour Équipement d'Eau Chaude,Y,Y
Zone Hot Water Equipment District Heating Rate,Tasa de Calefacción Distrital del Equipo de Agua Caliente de Zona,Zona: Tasa de Calefacción por Distrito de Equipos de Agua Caliente,Débit de Chauffage Urbain pour Équipement d&apos;Eau Chaude de Zone,Zone : Débit de Chauffage Urbain en Équipement d'Eau Chaude,Y,Y
Zone Hot Water Equipment Latent Gain Energy,Energía de Ganancia Latente del Equipo de Agua Caliente de Zona,Zona: Energía de Ganancia Latente de Equipos de Agua Caliente,Énergie de Gain Latent de l&apos;Équipement d&apos;Eau Chaude de Zone,Zone: Équipement Eau Chaude: Énergie de Gain Latent,Y,Y
Zone Hot Water Equipment Latent Gain Rate,Tasa de Ganancia Latente del Equipo de Agua Caliente de Zona,Zona: Equipos de Agua Caliente: Tasa de Ganancia Latente,Débit de gain latent des équipements d&apos;eau chaude de la zone,Zone: Équipement d'Eau Chaude: Flux de Gain Latent,Y,Y
Zone Hot Water Equipment Lost Heat Energy,Energía de Calor Perdido del Equipo de Agua Caliente de Zona,Zona: Equipo de Agua Caliente: Energía de Calor Perdido,Zone Hot Water Equipment Lost Heat Energy,Zone : Équipement Eau Chaude : Énergie Thermique Perdue,Y,Y
Zone Hot Water Equipment Lost Heat Rate,Tasa de Calor Perdido del Equipo de Agua Caliente de Zona,Zona: Equipos de Agua Caliente: Tasa de Calor Perdido,Taux de chaleur perdue de l&apos;équipement d&apos;eau chaude de la zone,Zone: Équipement Eau Chaude: Débit de Chaleur Perdue,Y,Y
Zone Hot Water Equipment Radiant Heating Energy,Energía de Calefacción Radiante del Equipo de Agua Caliente de Zona,Zona: Energía de Calefacción Radiante de Equipo de Agua Caliente,Énergie de chauffage radiant des équipements d&apos;eau chaude de la zone,Zone: Énergie de Chauffage Radiant des Équipements d'Eau Chaude,Y,Y
Zone Hot Water Equipment Radiant Heating Rate,Tasa de Calefacción Radiante del Equipo de Agua Caliente de Zona,Zona: Tasa de Calefacción Radiante de Equipo de Agua Caliente,Débit de chauffage radiatif des équipements d&apos;eau chaude de la zone,Zone: Puissance de Chauffage Radiatif de l'Équipement d'Eau Chaude,Y,Y
Zone Hot Water Equipment Total Heating Energy,Energía de Calefacción Total del Equipo de Agua Caliente de Zona,Zona: Energía de Calentamiento Total de Equipo de Agua Caliente,Énergie de chauffage totale de l&apos;équipement d&apos;eau chaude de la zone,Zone : Équipement Eau Chaude : Énergie Thermique Totale,Y,Y
Zone Hot Water Equipment Total Heating Rate,Tasa de Calefacción Total del Equipo de Agua Caliente de Zona,Zona: Equipo de Agua Caliente: Tasa Total de Calentamiento,Débit calorifique total de l&apos;équipement d&apos;eau chaude de la zone,Zone: Équipement Eau Chaude: Puissance de Chauffage Totale,Y,Y
Zone ITE Adjusted Return Air Temperature,Temperatura de Aire de Retorno Ajustada del ITE de Zona,Zona: ITE: Temperatura del Aire de Retorno Ajustada,Température de l&apos;air de retour ajustée ITE de la zone,Zone : ITE : Température de l'air de retour ajustée,Y,Y
Zone ITE Air Mass Flow Rate,Caudal Másico de Aire del ITE de Zona,Zona: ITE: Caudal Másico de Aire,Débit massique de l&apos;air de la zone ITE,Zone: ITE: Débit Massique d'Air,Y,Y
Zone ITE Any Air Inlet Dewpoint Temperature Above Operating Range Time,Tiempo de Temperatura de Punto de Rocío de Entrada de Aire del ITE de Zona por Encima del Rango de Operación,Zona: ITE: Tiempo de Temperatura de Punto de Rocío de Entrada de Aire por Encima del Rango de Operación,Zone ITE Any Air Inlet Dewpoint Temperature Above Operating Range Time,Zone: ITE: Temps de Température de Point de Rosée à l'Entrée d'Air au-dessus de la Plage de Fonctionnement,Y,Y
Zone ITE Any Air Inlet Dewpoint Temperature Below Operating Range Time,Tiempo de Temperatura de Punto de Rocío de Entrada de Aire del ITE de Zona por Debajo del Rango de Operación,Zona: ITE: Tiempo de Temperatura de Punto de Rocío en Entrada de Aire por Debajo del Rango de Operación,Zone ITE Any Air Inlet Dewpoint Temperature Below Operating Range Time,Zone : ITE : Temps de Température de Point de Rosée à l'Entrée d'Air sous la Plage de Fonctionnement,Y,Y
Zone ITE Any Air Inlet Dry-Bulb Temperature Above Operating Range Time,Tiempo de Temperatura de Bulbo Seco de Entrada de Aire del ITE de Zona por Encima del Rango de Operación,Zona: TI: Tiempo de Temperatura de Bulbo Seco en Entrada de Aire por Encima del Rango de Operación,Zone ITE Any Air Inlet Dry-Bulb Temperature Above Operating Range Time,Zone: Équipement ITE: Temps de Température Bulbe Sec à l'Entrée d'Air au-dessus de la Plage de Fonctionnement,Y,Y
Zone ITE Any Air Inlet Dry-Bulb Temperature Below Operating Range Time,Tiempo de Temperatura de Bulbo Seco de Entrada de Aire del ITE de Zona por Debajo del Rango de Operación,Zona: ITE: Tiempo de Temperatura de Bulbo Seco en Toma de Aire por Debajo del Rango de Operación,Zone ITE Any Air Inlet Dry-Bulb Temperature Below Operating Range Time,Zone: ITE: Temps avec Température de Bulbe Sec à l'Entrée d'Air Inférieure à la Plage de Fonctionnement,Y,Y
Zone ITE Any Air Inlet Operating Range Exceeded Time,Tiempo de Rango de Operación de Entrada de Aire del ITE de Zona Superado,Zona: ITE: Tiempo en que se Excedió el Rango Operativo de Entrada de Aire,Temps de dépassement de la plage de fonctionnement de l&apos;entrée d&apos;air ITE de zone,Zone: ITE: Temps de dépassement de la plage de fonctionnement d'entrée d'air,Y,Y
Zone ITE Any Air Inlet Relative Humidity Above Operating Range Time,Tiempo de Humedad Relativa de Entrada de Aire del ITE de Zona por Encima del Rango de Operación,Zona: TI: Tiempo con Humedad Relativa Entrada Aire por Encima Rango Operativo,Zone ITE Any Air Inlet Relative Humidity Above Operating Range Time,Zone : ITE : Temps du Débit d'Air d'Entrée au-dessus de la Plage de Fonctionnement en Humidité Relative,Y,Y
Zone ITE Any Air Inlet Relative Humidity Below Operating Range Time,Tiempo de Humedad Relativa de Entrada de Aire del ITE de Zona por Debajo del Rango de Operación,Zona: ITE: Tiempo con Humedad Relativa en Entrada de Aire por Debajo del Rango de Funcionamiento,Zone ITE Any Air Inlet Relative Humidity Below Operating Range Time,Zone: ITE: Temps Inférieur à la Plage de Fonctionnement pour l'Humidité Relative à l'Entrée d'Air,Y,Y
Zone ITE Average Supply Heat Index,Índice de Calor de Suministro Promedio del ITE de Zona,Zona: TI: Índice Medio de Calor de Suministro,Zone ITE Average Supply Heat Index,Zone: ITE: Indice de Chaleur Moyen d'Alimentation,Y,Y
Zone ITE CPU Electricity Energy,Energía Eléctrica de la CPU del ITE de Zona,Zona: ITE: Energía Eléctrica de CPU,Énergie électrique CPU de la zone ITE,Zone: ITE: Énergie électrique CPU,Y,Y
Zone ITE CPU Electricity Energy at Design Inlet Conditions,Energía Eléctrica de la CPU del ITE de Zona en Condiciones de Diseño de Entrada,Zona: ITE: Energía de Electricidad de CPU en Condiciones de Entrada de Diseño,Zone ITE CPU Electricity Energy at Design Inlet Conditions,Zone: ITE: Énergie électrique CPU aux conditions de conception à l'entrée,Y,Y
Zone ITE CPU Electricity Rate,Tasa de Electricidad de la CPU del ITE de Zona,Zona: ITE: Tasa de Electricidad de CPU,Zone ITE CPU Electricity Rate,Zone: ITE: Puissance Électrique CPU,Y,Y
Zone ITE CPU Electricity Rate at Design Inlet Conditions,Tasa de Electricidad de la CPU del ITE de Zona en Condiciones de Diseño de Entrada,Zona: ITE: Tasa de Electricidad de CPU en Condiciones de Entrada de Diseño,Taux d&apos;électricité CPU ITE de la zone aux conditions d&apos;entrée de conception,Zone : ITE : Puissance Électrique CPU aux Conditions d'Entrée de Conception,Y,Y
Zone ITE Fan Electricity Energy,Energía Eléctrica del Ventilador del ITE de Zona,Zona: ITE: Energía Eléctrica del Ventilador,Énergie électrique du ventilateur ITE de la zone,Zone: ITE: Énergie électrique du ventilateur,Y,Y
Zone ITE Fan Electricity Energy at Design Inlet Conditions,Energía Eléctrica del Ventilador del ITE de Zona en Condiciones de Diseño de Entrada,Zona: ITE: Energía Eléctrica del Ventilador en Condiciones de Entrada de Diseño,Énergie électrique du ventilateur ITE de la zone aux conditions d&apos;entrée de conception,Zone: ITE: Énergie électrique du ventilateur aux conditions d'entrée de conception,Y,Y
Zone ITE Fan Electricity Rate,Tasa de Electricidad del Ventilador del ITE de Zona,Zona: ITE: Tasa de Potencia Eléctrica del Ventilador,Débit d&apos;électricité du ventilateur ITE de la zone,Zone: ITE: Puissance Électrique du Ventilateur,Y,Y
Zone ITE Fan Electricity Rate at Design Inlet Conditions,Tasa de Electricidad del Ventilador del ITE de Zona en Condiciones de Diseño de Entrada,Zona: ITE: Tasa de Electricidad del Ventilador en Condiciones de Entrada de Diseño,Débit d&apos;électricité du ventilateur ITE de zone aux conditions d&apos;entrée de conception,Zone: TIC: Puissance électrique ventilateur aux conditions d'entrée de conception,Y,Y
Zone ITE Standard Density Air Volume Flow Rate,Caudal Volumétrico de Aire a Densidad Estándar del ITE de Zona,Zona: ITE: Caudal Volumétrico de Aire en Densidad Estándar,Zone ITE Standard Density Air Volume Flow Rate,Zone: ITE: Débit volumique de l'air à densité standard,Y,Y
Zone ITE Total Heat Gain to Zone Energy,Energía de Ganancia de Calor Total a la Zona del ITE de Zona,Zona: ITE: Energía Total de Ganancia de Calor a la Zona,Zone ITE Total Heat Gain to Zone Energy,Zone: ITE: Énergie Totale du Gain de Chaleur vers la Zone,Y,Y
Zone ITE Total Heat Gain to Zone Rate,Tasa de Ganancia de Calor Total a la Zona del ITE de Zona,Zona: ITE: Tasa de Ganancia de Calor Total a la Zona,Taux de gain de chaleur total de l&apos;équipement informatique vers la zone,Zone: ITE: Débit total de chaleur fournie à la zone,Y,Y
Zone ITE UPS Electricity Energy,Energía Eléctrica del SAI del ITE de Zona,Zona: TI: Energía Eléctrica SAI,Zone ITE UPS Electricity Energy,Zone: ITE: Énergie Électrique UPS,Y,Y
Zone ITE UPS Electricity Rate,Tasa de Electricidad del SAI del ITE de Zona,Zona: ITE: Tasa de Electricidad de UPS,Zone ITE UPS Electricity Rate,Zone: ITE: Puissance Électrique Onduleur,Y,Y
Zone ITE UPS Heat Gain to Zone Energy,Energía de Ganancia de Calor del SAI a la Zona del ITE de Zona,Zona: ITE: Energía del Ganancia de Calor del UPS a la Zona,Zone ITE UPS Heat Gain to Zone Energy,Zone: ITE: Énergie de Gain de Chaleur UPS vers Zone,Y,Y
Zone ITE UPS Heat Gain to Zone Rate,Tasa de Ganancia de Calor del SAI a la Zona del ITE de Zona,Zona: TI: Tasa de Ganancia de Calor del SAI hacia la Zona,Taux de gain thermique du groupe électrogène informatique (UPS) de la zone vers la zone,Zone: ITE: Débit de chaleur du groupe électrogène vers la zone,Y,Y
Zone Ideal Loads Economizer Active Time,Tiempo Activo del Economizador de Cargas Ideales de Zona,Zona: Cargas Ideales: Tiempo Activo del Economizador,Zone Ideal Loads Economizer Active Time,Zone: Idéal Loads: Temps d'Activation de l'Économiseur,Y,Y
Zone Ideal Loads Heat Recovery Active Time,Tiempo Activo de Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Tiempo Activo de Recuperación de Calor,Zone Ideal Loads Heat Recovery Active Time,Zone: Ideal Loads: Temps Actif de Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Cooling Energy,Energía de Enfriamiento Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Latente del Recuperador de Calor,Zone Ideal Loads Heat Recovery Latent Cooling Energy,Zone: Idéal Charges: Énergie de refroidissement latent récupération chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Cooling Rate,Tasa de Enfriamiento Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Enfriamiento Latente por Recuperación de Calor,Zone Ideal Loads Heat Recovery Latent Cooling Rate,Zone: Ideal Loads: Débit de refroidissement latent de la récupération de chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Heating Energy,Energía de Calefacción Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Latente de Recuperación de Calor,Énergie de chauffage latent de récupération de chaleur des charges idéales de zone,Zone: Charges idéales: Énergie de chauffage latent de la récupération de chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Heating Rate,Tasa de Calefacción Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Latente del Recuperador de Calor,Débit calorifique de récupération de chaleur latente pour charges idéales de zone,Zone : Charge Idéale : Débit de Chauffage Latent de la Récupération Thermique,Y,Y
Zone Ideal Loads Heat Recovery Sensible Cooling Energy,Energía de Enfriamiento Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Sensible del Recuperador de Calor,Énergie de Refroidissement Sensible de la Récupération de Chaleur des Charges Idéales de Zone,Zone: Charges Idéales: Énergie Sensible Refroidie par Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Sensible Cooling Rate,Tasa de Enfriamiento Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Sensible de Recuperación de Calor,Taux de refroidissement sensible de la récupération de chaleur des charges idéales de zone,Zone: Charges Idéales: Puissance de Refroidissement Sensible de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Sensible Heating Energy,Energía de Calefacción Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Sensible de Recuperación de Calor,Énergie de chauffage sensible avec récupération de chaleur de charge idéale de zone,Zone : Idéal : Énergie de chauffage sensible de la récupération de chaleur,Y,Y
Zone Ideal Loads Heat Recovery Sensible Heating Rate,Tasa de Calefacción Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Sensible de Recuperación de Calor,Débit de chauffage sensible de la récupération de chaleur des charges idéales de zone,Zone: Charges Idéales: Débit d'Énergie Thermique Sensible de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Total Cooling Energy,Energía Total de Enfriamiento por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Enfriamiento de Recuperación de Calor,Zone Ideal Loads Heat Recovery Total Cooling Energy,Zone: Charges Idéales: Énergie Totale de Refroidissement par Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Total Cooling Rate,Tasa Total de Enfriamiento por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad Total de Enfriamiento por Recuperación de Calor,Débit de refroidissement total avec récupération de chaleur des charges idéales de zone,Zone: Charges Idéales: Puissance de Refroidissement Total Récupérée,Y,Y
Zone Ideal Loads Heat Recovery Total Heating Energy,Energía Total de Calefacción por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Calefacción del Recuperador de Calor,Zone Ideal Loads Heat Recovery Total Heating Energy,Zone : Charges Idéales : Énergie Totale de Chauffage de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Total Heating Rate,Tasa Total de Calefacción por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad Total de Calentamiento de Recuperación de Calor,Débit calorifique total de récupération de chaleur des charges idéales de zone,Zone: Idéal Loads: Débit de Chauffage Total du Récupérateur Thermique,Y,Y
Zone Ideal Loads Hybrid Ventilation Available Status,Estado Disponible de Ventilación Híbrida de Cargas Ideales de Zona,Zona: Cargas Ideales: Estado de Disponibilidad Ventilación Híbrida,Zone Ideal Loads Hybrid Ventilation Available Status,Zone : Charges Idéales : État de Disponibilité Ventilation Hybride,Y,Y
Zone Ideal Loads Outdoor Air Latent Cooling Energy,Energía de Enfriamiento Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Latente de Aire Exterior,Énergie de refroidissement latent de l&apos;air extérieur des charges idéales de zone,Zone: Charges Idéales: Énergie de Refroidissement Latente de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Latent Cooling Rate,Tasa de Enfriamiento Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Latente del Aire Exterior,Débit de refroidissement latent de l&apos;air extérieur des charges idéales de la zone,Zone: Charges Idéales: Puissance de Refroidissement Latente de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Latent Heating Energy,Energía de Calefacción Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Latente del Aire Exterior,Zone Ideal Loads Outdoor Air Latent Heating Energy,Zone: Charges Idéales: Énergie de Chauffage Latent de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Latent Heating Rate,Tasa de Calefacción Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Latente del Aire Exterior,Débit de chauffage latent de l&apos;air extérieur des charges idéales de la zone,Zone : Ideal Loads : Taux de Chauffage Latent de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Mass Flow Rate,Caudal Másico de Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Flujo de Masa de Aire Exterior,Débit massique d&apos;air extérieur pour charges idéales de zone,Zone : Ideal Loads : Débit massique de l'air extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Cooling Energy,Energía de Enfriamiento Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Sensible del Aire Exterior,Zone Ideal Loads Outdoor Air Sensible Cooling Energy,Zone : Charges Idéales : Énergie de Refroidissement Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Sensible del Aire Exterior,Débit de refroidissement sensible de l&apos;air extérieur avec charge idéale de zone,Zone : Charges Idéales : Débit de Refroidissement Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Heating Energy,Energía de Calefacción Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Sensible de Aire Exterior,Énergie de chauffage sensible de l&apos;air extérieur des charges idéales de zone,Zone: Ideal Loads: Énergie de Chauffage Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Heating Rate,Tasa de Calefacción Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Calentamiento Sensible del Aire Exterior,Débit de chauffage sensible de l&apos;air extérieur des charges idéales de la zone,Zone : Charges Idéales : Débit de Chauffage Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Caudal Volumétrico de Aire Exterior a Densidad Estándar,Débit volumique standard à densité de l&apos;air extérieur des charges idéales de zone,Zone: Ideal Loads: Débit volumique de l'air extérieur à densité standard,Y,Y
Zone Ideal Loads Outdoor Air Total Cooling Energy,Energía Total de Enfriamiento del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Enfriamiento del Aire Exterior,Zone Ideal Loads Outdoor Air Total Cooling Energy,Zone: Charge Idéale: Énergie de Refroidissement de l'Air Extérieur Total,Y,Y
Zone Ideal Loads Outdoor Air Total Cooling Rate,Tasa Total de Enfriamiento del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa Total de Enfriamiento de Aire Exterior,Zone Ideal Loads Outdoor Air Total Cooling Rate,Zone: Charges Idéales: Puissance de Refroidissement Total de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Total Heating Energy,Energía Total de Calefacción del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Calefacción del Aire Exterior,Zone Ideal Loads Outdoor Air Total Heating Energy,Zone: Charges Idéales: Énergie Totale de Chauffage de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Total Heating Rate,Tasa Total de Calefacción del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Calentamiento Total del Aire Exterior,Débit de chauffage total de l&apos;air extérieur des charges idéales de zone,Zone: Ideal Loads: Débit de chauffage total air extérieur,Y,Y
Zone Ideal Loads Supply Air Latent Cooling Energy,Energía de Enfriamiento Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Latente del Aire de Suministro,Énergie de refroidissement latent de l&apos;air fourni - Charges idéales de zone,Zone: Charges Idéales: Énergie de Refroidissement Latent de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Latent Cooling Rate,Tasa de Enfriamiento Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Latente del Aire de Suministro,Débit de refroidissement latent de l&apos;air soufflé des charges idéales de zone,Zone: Charges Idéales: Puissance de Refroidissement Latent de l'Air Neuf,Y,Y
Zone Ideal Loads Supply Air Latent Heating Energy,Energía de Calefacción Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Latente del Aire de Suministro,Énergie de chauffage latent de l&apos;air soufflé - Charges idéales de zone,Zone: Ideal Loads: Énergie de chauffage latent de l'air soufflé,Y,Y
Zone Ideal Loads Supply Air Latent Heating Rate,Tasa de Calefacción Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calefacción Latente del Aire de Suministro,Débit de chaleur latente d&apos;apport d&apos;air de la zone à charges idéales,Zone : Idéal avec Charge : Débit de Chaleur Latente pour Humidification de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Mass Flow Rate,Caudal Másico del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Caudal Másico de Aire de Suministro,Débit massique de l&apos;air de soufflage des charges idéales de la zone,Zone : Charges Idéales : Débit Massique d'Air de Soufflage,Y,Y
Zone Ideal Loads Supply Air Sensible Cooling Energy,Energía de Enfriamiento Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Sensible del Aire de Suministro,Énergie de refroidissement sensible de l&apos;air fourni par les charges idéales de la zone,Zone: Idéal Loads: Énergie de Refroidissement Sensible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Sensible del Aire de Suministro,Débit de refroidissement sensible de l&apos;air soufflé de la zone à charges idéales,Zone: Charges Idéales: Débit de Refroidissement Sensible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Sensible Heating Energy,Energía de Calefacción Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Sensible de Calentamiento del Aire de Suministro,Énergie de chauffage sensible de l&apos;air soufflé pour charges idéales de zone,Zone: Charges Idéales: Énergie de Chauffage Sensible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Sensible Heating Rate,Tasa de Calefacción Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Sensible del Aire de Suministro,Débit de chaleur sensible de l&apos;air de soufflage Ideal Loads Zone,Zone: Ideal Loads: Débit de Chauffage Sensible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Flujo Volumétrico del Aire de Suministro a Densidad Estándar,Débit volumique à densité standard de l&apos;air d&apos;alimentation pour charges idéales de zone,Zone : Idéal Loads : Débit volumique air soufflé à densité standard,Y,Y
Zone Ideal Loads Supply Air Total Cooling Energy,Energía Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Enfriamiento del Aire de Suministro,Énergie totale de refroidissement de l&apos;air soufflé pour Zone avec Charges Idéales,Zone : Ideal Loads : Énergie totale de refroidissement de l'air soufflé,Y,Y
Zone Ideal Loads Supply Air Total Cooling Fuel Energy,Energía de Combustible Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Combustible de Enfriamiento del Aire de Suministro Total,Zone Ideal Loads Supply Air Total Cooling Fuel Energy,Zone: Charges Idéales: Énergie Thermique Totale Refroidissement Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Cooling Fuel Energy Rate,Tasa de Energía de Combustible Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Energía de Combustible de Enfriamiento Total de Aire de Suministro,Débit énergétique total de refroidissement de l&apos;air soufflé - Charges idéales de zone,Zone: Charges Idéales: Débit Énergétique Total de Refroidissement de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Cooling Rate,Tasa Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa Total de Enfriamiento del Aire de Suministro,Débit de refroidissement total de l&apos;air soufflé des charges idéales de zone,Zone Charges Idéales : Débit Énergétique Total de Refroidissement de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Heating Energy,Energía Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Calentamiento del Aire de Suministro,Énergie de chauffage totale de l&apos;air soufflé des charges idéales de zone,Zone: Charges Idéales: Énergie Totale de Chauffage de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Heating Fuel Energy,Energía de Combustible Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Combustible de Calefacción del Aire de Suministro,Énergie Totale de Combustible pour le Chauffage de l&apos;Air Soufflé des Charges Idéales de Zone,Zone: Ideal Loads: Énergie Thermique Totale du Combustible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Heating Fuel Energy Rate,Tasa de Energía de Combustible Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Energía del Combustible de Calentamiento del Aire de Suministro Total,Débit énergétique du carburant de chauffage total de l&apos;air soufflé aux charges idéales de zone,Zone: Charges Idéales: Débit énergétique de combustible pour chauffage air soufflé total,Y,Y
Zone Ideal Loads Supply Air Total Heating Rate,Tasa Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Calentamiento Total del Aire de Suministro,Débit de chaleur total de l&apos;air de soufflage des charges idéales de zone,Zone Charges Idéales : Débit Calorifique Total de l'Air Soufflé,Y,Y
Zone Ideal Loads Zone Cooling Fuel Energy,Energía de Combustible de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía Combustible Refrigeración de Zona,Zone Ideal Loads Zone Cooling Fuel Energy,Zone: Idéal Loads: Énergie Combustible Refroidissement Zone,Y,Y
