English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Zone ITE Total Heat Gain to Zone Energy,Energía de Ganancia de Calor Total a la Zona del ITE de Zona,Zona: ITE: Energía de Ganancia de Calor Total hacia la Zona,Zone ITE Total Heat Gain to Zone Energy,Zone: ITE: Énergie Totale du Gain de Chaleur vers la Zone,Y,Y
Zone ITE Total Heat Gain to Zone Rate,Tasa de Ganancia de Calor Total a la Zona del ITE de Zona,Zona: ITE: Tasa de Ganancia de Calor Total hacia la Zona,Taux de gain de chaleur total de l&apos;équipement informatique vers la zone,Zone: ITE: Taux de gain thermique total vers la zone,Y,Y
Zone ITE UPS Electricity Energy,Energía Eléctrica del SAI del ITE de Zona,Zona: ITE: Energía Eléctrica de UPS,Zone ITE UPS Electricity Energy,Zone: ITE: Énergie Électrique UPS,Y,Y
Zone ITE UPS Electricity Rate,Tasa de Electricidad del SAI del ITE de Zona,Zona: ITE: Velocidad de Consumo Eléctrico UPS,Zone ITE UPS Electricity Rate,Zone: ITE: Taux d'électricité UPS,Y,Y
Zone ITE UPS Heat Gain to Zone Energy,Energía de Ganancia de Calor del SAI a la Zona del ITE de Zona,Zona: ITE: Energía de Ganancia de Calor del UPS a la Zona,Zone ITE UPS Heat Gain to Zone Energy,Zone : ITE : Énergie thermique UPS fournie à la zone,Y,Y
Zone ITE UPS Heat Gain to Zone Rate,Tasa de Ganancia de Calor del SAI a la Zona del ITE de Zona,Zona: ITE: Tasa de Ganancia de Calor UPS a la Zona,Taux de gain thermique du groupe électrogène informatique (UPS) de la zone vers la zone,Zone: ITE: Taux de gain thermique de l'UPS vers la zone,Y,Y
Zone Ideal Loads Economizer Active Time,Tiempo Activo del Economizador de Cargas Ideales de Zona,Zona: Cargas Ideales: Tiempo Activo del Economizador,Zone Ideal Loads Economizer Active Time,Zone : Charges Idéales : Durée d'Activation de l'Économiseur,Y,Y
Zone Ideal Loads Heat Recovery Active Time,Tiempo Activo de Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Tiempo Activo de Recuperación de Calor,Zone Ideal Loads Heat Recovery Active Time,Zone: Ideal Loads: Durée d'activité de la récupération de chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Cooling Energy,Energía de Enfriamiento Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Latente de Recuperación de Calor,Zone Ideal Loads Heat Recovery Latent Cooling Energy,Zone : Charges Idéales : Énergie de Refroidissement Latent par Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Cooling Rate,Tasa de Enfriamiento Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Latente de Recuperación de Calor,Zone Ideal Loads Heat Recovery Latent Cooling Rate,Zone : Idéal Loads : Débit de refroidissement latent récupéré,Y,Y
Zone Ideal Loads Heat Recovery Latent Heating Energy,Energía de Calefacción Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Latente de Recuperación de Calor,Énergie de chauffage latent de récupération de chaleur des charges idéales de zone,Zone: Charge Idéale: Énergie de Chauffage Latent de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Latent Heating Rate,Tasa de Calefacción Latente por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Latente de Recuperación de Calor,Débit calorifique de récupération de chaleur latente pour charges idéales de zone,Zone: Charge Idéale: Puissance de Chauffage Latent en Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Sensible Cooling Energy,Energía de Enfriamiento Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Sensible de Recuperación de Calor,Énergie de Refroidissement Sensible de la Récupération de Chaleur des Charges Idéales de Zone,Zone: Charges Ideales: Énergie de Refroidissement Sensible du Récupérateur de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Sensible Cooling Rate,Tasa de Enfriamiento Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Sensible de Recuperación de Calor,Taux de refroidissement sensible de la récupération de chaleur des charges idéales de zone,Zone : Charges Idéales : Débit de Refroidissement Sensible de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Sensible Heating Energy,Energía de Calefacción Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Sensible de Recuperación de Calor,Énergie de chauffage sensible avec récupération de chaleur de charge idéale de zone,Zone : Ideal Loads : Énergie de chauffage sensible récupérée,Y,Y
Zone Ideal Loads Heat Recovery Sensible Heating Rate,Tasa de Calefacción Sensible por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Calefacción Sensible de Recuperación de Calor,Débit de chauffage sensible de la récupération de chaleur des charges idéales de zone,Zone : Charges Idéales : Débit de Chauffage Sensible de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Total Cooling Energy,Energía Total de Enfriamiento por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Enfriamiento de Recuperación de Calor,Zone Ideal Loads Heat Recovery Total Cooling Energy,Zone: Charges Idéales: Énergie Totale de Refroidissement de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Total Cooling Rate,Tasa Total de Enfriamiento por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad Total de Enfriamiento de Recuperación de Calor,Débit de refroidissement total avec récupération de chaleur des charges idéales de zone,Zone Chargée par Équipement Idéal : Débit Énergétique Total de Refroidissement de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Heat Recovery Total Heating Energy,Energía Total de Calefacción por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Calentamiento de Recuperación de Calor,Zone Ideal Loads Heat Recovery Total Heating Energy,Zone: Charges Idéales: Énergie Totale de Chauffage Récupérée,Y,Y
Zone Ideal Loads Heat Recovery Total Heating Rate,Tasa Total de Calefacción por Recuperación de Calor de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad Total de Calentamiento de Recuperación de Calor,Débit calorifique total de récupération de chaleur des charges idéales de zone,Zone : Charges Idéales : Débit de Chauffage Total de la Récupération de Chaleur,Y,Y
Zone Ideal Loads Hybrid Ventilation Available Status,Estado Disponible de Ventilación Híbrida de Cargas Ideales de Zona,Zona: Cargas Ideales: Estado de Disponibilidad de Ventilación Híbrida,Zone Ideal Loads Hybrid Ventilation Available Status,Zone: Charges Idéales: État de Disponibilité de la Ventilation Hybride,Y,Y
Zone Ideal Loads Outdoor Air Latent Cooling Energy,Energía de Enfriamiento Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Latente del Aire Exterior,Énergie de refroidissement latent de l&apos;air extérieur des charges idéales de zone,Zone: Charges Idéales: Énergie de Refroidissement Latent Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Latent Cooling Rate,Tasa de Enfriamiento Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Enfriamiento Latente del Aire Exterior,Débit de refroidissement latent de l&apos;air extérieur des charges idéales de la zone,Zone: Charges Idéales: Puissance de Refroidissement Latent de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Latent Heating Energy,Energía de Calefacción Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Latente de Aire Exterior,Zone Ideal Loads Outdoor Air Latent Heating Energy,Zone: Ideal Loads: Énergie de chauffage latent de l'air extérieur,Y,Y
Zone Ideal Loads Outdoor Air Latent Heating Rate,Tasa de Calefacción Latente del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Latente del Aire Exterior,Débit de chauffage latent de l&apos;air extérieur des charges idéales de la zone,Zone: Charges Idéales: Puissance de Chauffage Latent de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Mass Flow Rate,Caudal Másico de Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa Flujo Másico Aire Exterior,Débit massique d&apos;air extérieur pour charges idéales de zone,Zone: Ideal Loads: Débit Massique d'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Cooling Energy,Energía de Enfriamiento Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Sensible del Aire Exterior,Zone Ideal Loads Outdoor Air Sensible Cooling Energy,Zone : Charges Idéales : Énergie de Refroidissement Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Sensible del Aire Exterior,Débit de refroidissement sensible de l&apos;air extérieur avec charge idéale de zone,Zone Charges Idéales : Taux de Refroidissement Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Heating Energy,Energía de Calefacción Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Sensible del Aire Exterior,Énergie de chauffage sensible de l&apos;air extérieur des charges idéales de zone,Zone: Charges Idéales: Énergie de Chauffage Sensible de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Sensible Heating Rate,Tasa de Calefacción Sensible del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Calentamiento Sensible de Aire Exterior,Débit de chauffage sensible de l&apos;air extérieur des charges idéales de la zone,Zone: Charges Idéales: Débit de Chauffage Sensible Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Caudal Volumétrico de Aire Exterior a Densidad Estándar,Débit volumique standard à densité de l&apos;air extérieur des charges idéales de zone,Zone : Charges Idéales : Débit Volumique d'Air Extérieur à Densité Standard,Y,Y
Zone Ideal Loads Outdoor Air Total Cooling Energy,Energía Total de Enfriamiento del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Enfriamiento de Aire Exterior,Zone Ideal Loads Outdoor Air Total Cooling Energy,Zone: Charges Idéales: Énergie Totale de Refroidissement de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Total Cooling Rate,Tasa Total de Enfriamiento del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Total del Aire Exterior,Zone Ideal Loads Outdoor Air Total Cooling Rate,Zone: Charges Idéales: Débit de Refroidissement Total de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Total Heating Energy,Energía Total de Calefacción del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Calefacción del Aire Exterior,Zone Ideal Loads Outdoor Air Total Heating Energy,Zone: Charges Idéales: Énergie Totale de Chauffage de l'Air Extérieur,Y,Y
Zone Ideal Loads Outdoor Air Total Heating Rate,Tasa Total de Calefacción del Aire Exterior de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Total del Aire Exterior,Débit de chauffage total de l&apos;air extérieur des charges idéales de zone,Zone: Charges Idéales: Débit de Chauffage Total de l'Air Extérieur,Y,Y
Zone Ideal Loads Supply Air Latent Cooling Energy,Energía de Enfriamiento Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Latente del Aire de Suministro,Énergie de refroidissement latent de l&apos;air fourni - Charges idéales de zone,Zone: Charges Idéales: Énergie de Refroidissement Latent de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Latent Cooling Rate,Tasa de Enfriamiento Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Enfriamiento Latente del Aire de Suministro,Débit de refroidissement latent de l&apos;air soufflé des charges idéales de zone,Zone: Charges Idéales: Débit de Refroidissement Latent de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Latent Heating Energy,Energía de Calefacción Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Calentamiento Latente del Aire de Suministro,Énergie de chauffage latent de l&apos;air soufflé - Charges idéales de zone,Zone: Charge Idéale: Énergie de Chauffage Latent de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Latent Heating Rate,Tasa de Calefacción Latente del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Latente del Aire de Suministro,Débit de chaleur latente d&apos;apport d&apos;air de la zone à charges idéales,Zone: Charges Idéales: Débit de Chaleur Latente de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Mass Flow Rate,Caudal Másico del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Caudal Másico de Aire de Suministro,Débit massique de l&apos;air de soufflage des charges idéales de la zone,Zone: Idéal Loads: Débit Massique d'Air de Soufflage,Y,Y
Zone Ideal Loads Supply Air Sensible Cooling Energy,Energía de Enfriamiento Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Enfriamiento Sensible del Aire de Suministro,Énergie de refroidissement sensible de l&apos;air fourni par les charges idéales de la zone,Zone: Charges Idéales: Énergie de Refroidissement Sensible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Enfriamiento Sensible del Aire de Suministro,Débit de refroidissement sensible de l&apos;air soufflé de la zone à charges idéales,Zone: Charges Idéales: Débit de Refroidissement Sensible de l'Air Neuf,Y,Y
Zone Ideal Loads Supply Air Sensible Heating Energy,Energía de Calefacción Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Sensible de Calefacción del Aire de Suministro,Énergie de chauffage sensible de l&apos;air soufflé pour charges idéales de zone,Zone: Charges Idéales: Énergie de Chauffage Sensible de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Sensible Heating Rate,Tasa de Calefacción Sensible del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calentamiento Sensible del Aire de Suministro,Débit de chaleur sensible de l&apos;air de soufflage Ideal Loads Zone,Zone Ideal Loads: Débit énergétique sensible de chauffage de l'air soufflé,Y,Y
Zone Ideal Loads Supply Air Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Flujo Volumétrico de Aire de Suministro a Densidad Estándar,Débit volumique à densité standard de l&apos;air d&apos;alimentation pour charges idéales de zone,Zone: Charges Idéales: Débit Volumique d'Air de Soufflage à Densité Standard,Y,Y
Zone Ideal Loads Supply Air Total Cooling Energy,Energía Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Enfriamiento del Aire de Suministro,Énergie totale de refroidissement de l&apos;air soufflé pour Zone avec Charges Idéales,Zone: Charges Idéales: Énergie Totale de Refroidissement de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Cooling Fuel Energy,Energía de Combustible Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Combustible de Enfriamiento Total del Aire de Suministro,Zone Ideal Loads Supply Air Total Cooling Fuel Energy,Zone Charges Idéales : Énergie Combustible Refroidissement Total Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Cooling Fuel Energy Rate,Tasa de Energía de Combustible Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa de Energía Combustible Enfriamiento Total Aire Suministro,Débit énergétique total de refroidissement de l&apos;air soufflé - Charges idéales de zone,Zone: Ideal Loads: Débit énergétique total de refroidissement de l'air fourni,Y,Y
Zone Ideal Loads Supply Air Total Cooling Rate,Tasa Total de Enfriamiento del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Tasa Total de Enfriamiento del Aire de Suministro,Débit de refroidissement total de l&apos;air soufflé des charges idéales de zone,Zone Ideal Loads: Débit énergétique total de refroidissement de l'air soufflé,Y,Y
Zone Ideal Loads Supply Air Total Heating Energy,Energía Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía Total de Calefacción del Aire de Suministro,Énergie de chauffage totale de l&apos;air soufflé des charges idéales de zone,Zone: Charges Idéales: Énergie Totale de Chauffage de l'Air Soufflé,Y,Y
Zone Ideal Loads Supply Air Total Heating Fuel Energy,Energía de Combustible Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Energía de Combustible de Calefacción del Aire de Suministro Total,Énergie Totale de Combustible pour le Chauffage de l&apos;Air Soufflé des Charges Idéales de Zone,Zone : Charges Idéales : Énergie Combustible Chauffage Air Soufflé Total,Y,Y
Zone Ideal Loads Supply Air Total Heating Fuel Energy Rate,Tasa de Energía de Combustible Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Consumo de Energía de Combustible para Calefacción del Aire de Suministro,Débit énergétique du carburant de chauffage total de l&apos;air soufflé aux charges idéales de zone,Zone: Ideal Loads: Débit énergétique total du carburant de chauffage de l'air fourni,Y,Y
Zone Ideal Loads Supply Air Total Heating Rate,Tasa Total de Calefacción del Aire de Suministro de Cargas Ideales de Zona,Zona: Cargas Ideales: Velocidad de Calefacción Total del Aire de Suministro,Débit de chaleur total de l&apos;air de soufflage des charges idéales de zone,Zone Ideal Loads : Débit Calorifique Total de l'Air Soufflé,Y,Y
Zone Ideal Loads Zone Cooling Fuel Energy,Energía de Combustible de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía Combustible Enfriamiento de Zona,Zone Ideal Loads Zone Cooling Fuel Energy,Zone: Charges Idéales: Énergie Combustible Refroidissement Zone,Y,Y
Zone Ideal Loads Zone Cooling Fuel Energy Rate,Tasa de Energía de Combustible de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Energía Combustible de Enfriamiento de la Zona,Zone Ideal Loads Zone Cooling Fuel Energy Rate,Zone: Charge de refroidissement idéale: Débit énergétique de combustible de refroidissement,Y,Y
Zone Ideal Loads Zone Heating Fuel Energy,Energía de Combustible de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Combustible de Calefacción de Zona,,,Y,
Zone Ideal Loads Zone Heating Fuel Energy Rate,Tasa de Energía de Combustible de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Energía de Combustible de Calefacción de Zona,Zone Ideal Loads Zone Heating Fuel Energy Rate,Zone: Ideal Loads: Débit énergétique de combustible de chauffage de zone,Y,Y
Zone Ideal Loads Zone Latent Cooling Energy,Energía de Enfriamiento Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Enfriamiento Latente de la Zona,Zone Ideal Loads Zone Énergie de Refroidissement Latente,Zone: Charges Idéales: Énergie de Refroidissement Latent,Y,Y
Zone Ideal Loads Zone Latent Cooling Rate,Tasa de Enfriamiento Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Tasa de Enfriamiento Latente de la Zona,Zone Ideal Loads Zone Latent Cooling Rate,Zone: Charges Idéales: Puissance de Refroidissement Latent,Y,Y
Zone Ideal Loads Zone Latent Heating Energy,Energía de Calefacción Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Calentamiento Latente de la Zona,Zone Ideal Loads Zone Latent Heating Energy,Zone : Ideal Loads : Énergie de chauffage latent de zone,Y,Y
Zone Ideal Loads Zone Latent Heating Rate,Tasa de Calefacción Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Calentamiento Latente de la Zona,Zone Ideal Loads Zone Latent Heating Rate,Zone Idéale: Débit Thermique Latent de Chauffage,Y,Y
Zone Ideal Loads Zone Sensible Cooling Energy,Energía de Enfriamiento Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Enfriamiento Sensible de la Zona,Zone Ideal Loads Zone Sensible Cooling Energy,Zone : Charges Idéales : Énergie de Refroidissement Sensible,Y,Y
Zone Ideal Loads Zone Sensible Cooling Rate,Tasa de Enfriamiento Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Tasa de Enfriamiento Sensible de la Zona,Zone Ideal Loads Zone Sensible Cooling Rate,Zone Charges Idéales: Débit de Refroidissement Sensible de la Zone,Y,Y
Zone Ideal Loads Zone Sensible Heating Energy,Energía de Calefacción Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Calefacción Sensible de Zona,Énergie de Chauffage Sensible de Zone pour Charges Idéales de Zone,Zone Idéale: Énergie de Chauffage Sensible de la Zone,Y,Y
Zone Ideal Loads Zone Sensible Heating Rate,Tasa de Calefacción Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Calentamiento Sensible de la Zona,Débit calorifique sensible de chauffage idéal de zone,Zone Charges Idéales: Taux de Chauffage Sensible de la Zone,Y,Y
Zone Ideal Loads Zone Total Cooling Energy,Energía Total de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía Total de Enfriamiento de la Zona,,,Y,
Zone Ideal Loads Zone Total Cooling Rate,Tasa Total de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad Total de Enfriamiento de la Zona,Débit de refroidissement total de la zone pour les charges idéales de zone,Zone: Charges Idéales: Puissance Frigorifique Totale de la Zone,Y,Y
Zone Ideal Loads Zone Total Heating Energy,Energía Total de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía Total de Calefacción de la Zona,Zone Ideal Loads Énergie Totale de Chauffage de la Zone,Zone: Ideal Loads: Énergie de chauffage totale de la zone,Y,Y
Zone Ideal Loads Zone Total Heating Rate,Tasa Total de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Tasa Total de Calefacción de la Zona,Débit de chauffage total de la zone avec charges idéales,Zone: Charges Idéales: Puissance Totale de Chauffage de la Zone,Y,Y
Zone Infiltration Current Density Air Change Rate,Tasa de Cambio de Aire a Densidad Actual por Infiltración de Zona,Zona: Infiltración: Tasa de Cambio de Aire de Densidad Actual,Taux de renouvellement d&apos;air de la densité de courant d&apos;infiltration de zone,Zone: Infiltration: Débit volumique de changement d'air actuel,Y,Y
Zone Infiltration Current Density Volume,Volumen a Densidad Actual por Infiltración de Zona,Zona: Infiltración: Densidad de Volumen Actual,Zone Infiltration Current Density Volume,Zone: Infiltration: Débit volumique d'infiltration actuel,Y,Y
Zone Infiltration Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual por Infiltración de Zona,Zona: Infiltración: Caudal Volumétrico de Densidad Actual,Débit volumique de densité de courant d&apos;infiltration de zone,Zone: Infiltration: Débit volumique à densité courante,Y,Y
Zone Infiltration Latent Heat Gain Energy,Energía de Ganancia de Calor Latente por Infiltración de Zona,Zona: Infiltración: Energía de Ganancia de Calor Latente,Énergie de Gain de Chaleur Latente par Infiltration de Zone,Zone: Infiltration: Énergie de Gain de Chaleur Latente,Y,Y
Zone Infiltration Latent Heat Loss Energy,Energía de Pérdida de Calor Latente por Infiltración de Zona,Zona: Infiltración: Energía de Pérdida de Calor Latente,Énergie de Perte de Chaleur Sensible par Infiltration de Zone,Zone: Infiltration: Énergie de Perte de Chaleur Latente,Y,Y
Zone Infiltration Mass,Masa de Infiltración de Zona,Zona: Infiltración: Masa,Masse d&apos;infiltration de zone,Zone: Infiltration: Masse,Y,Y
Zone Infiltration Mass Flow Rate,Caudal Másico de Infiltración de Zona,Zona: Infiltración: Flujo Másico,Débit massique d&apos;infiltration de zone,Zone: Infiltration: Débit Massique,Y,Y
Zone Infiltration Outdoor Density Air Change Rate,Tasa de Cambio de Aire a Densidad Exterior por Infiltración de Zona,Zona: Infiltración: Tasa de Cambio de Aire a Densidad Exterior,Débit de renouvellement d&apos;air extérieur par densité de la zone d&apos;infiltration,Zone: Infiltration: Débit de renouvellement d'air à densité extérieure,Y,Y
Zone Infiltration Outdoor Density Volume Flow Rate,Caudal Volumétrico a Densidad Exterior por Infiltración de Zona,Zona: Infiltración: Flujo Volumétrico a Densidad Exterior,Débit volumique de la densité extérieure des infiltrations de zone,Zone: Infiltration: Débit volumique basé sur la densité de l'air extérieur,Y,Y
Zone Infiltration Sensible Heat Gain Energy,Energía de Ganancia de Calor Sensible por Infiltración de Zona,Zona: Infiltración: Energía de Ganancia de Calor Sensible,Énergie de Gain de Chaleur Sensible par Infiltration de Zone,Zone: Infiltration: Énergie de Gain de Chaleur Sensible,Y,Y
Zone Infiltration Sensible Heat Loss Energy,Energía de Pérdida de Calor Sensible por Infiltración de Zona,Zona: Infiltración: Energía de Pérdida de Calor Sensible,Énergie de Perte de Chaleur Sensible par Infiltration dans la Zone,Zone: Infiltration: Énergie de Perte de Chaleur Sensible,Y,Y
Zone Infiltration Standard Density Air Change Rate,Tasa de Cambio de Aire a Densidad Estándar por Infiltración de Zona,Zona: Infiltración: Tasa de Cambio de Aire a Densidad Estándar,Taux de renouvellement d&apos;air à densité standard pour les infiltrations de zone,Zone: Infiltration: Taux de renouvellement d'air à densité standard,Y,Y
Zone Infiltration Standard Density Volume,Volumen a Densidad Estándar por Infiltración de Zona,Zona: Infiltración: Volumen a Densidad Estándar,Volume de densité standard d&apos;infiltration de zone,Zone: Infiltration: Volume aux conditions standard,Y,Y
Zone Infiltration Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar por Infiltración de Zona,Zona: Infiltración: Flujo Volumétrico a Densidad Estándar,Débit volumique à infiltration standard Zone densité,Zone: Infiltration: Débit volumique à densité standard,Y,Y
Zone Infiltration Total Heat Gain Energy,Energía de Ganancia de Calor Total por Infiltración de Zona,Zona: Infiltración: Energía Total de Ganancia de Calor,Énergie totale de chaleur sensible due à l&apos;infiltration de la zone,Zone: Infiltration: Énergie totale de gain de chaleur,Y,Y
Zone Infiltration Total Heat Loss Energy,Energía de Pérdida de Calor Total por Infiltración de Zona,Zona: Infiltración: Energía Total de Pérdida de Calor,Énergie Totale de Perte de Chaleur par Infiltration dans la Zone,Zone : Infiltration : Énergie totale de perte de chaleur,Y,Y
Zone Interior Windows Total Transmitted Beam Solar Radiation Energy,Energía de Radiación Solar de Haz Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Energía Total de Radiación Solar Directa Transmitida,Énergie du Rayonnement Solaire Diffus Transmis Total par les Fenêtres Intérieures de la Zone,Zone: Fenêtres intérieures: Énergie du rayonnement solaire direct transmis,Y,Y
Zone Interior Windows Total Transmitted Beam Solar Radiation Rate,Tasa de Radiación Solar de Haz Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Tasa de Radiación Solar de Haz Transmitida Total,Débit de rayonnement solaire direct transmis total des fenêtres intérieures de la zone,Zone: Fenêtres intérieures: Débit de rayonnement solaire direct transmis total,Y,Y
Zone Interior Windows Total Transmitted Diffuse Solar Radiation Energy,Energía de Radiación Solar Difusa Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Energía Total de Radiación Solar Difusa Transmitida,Énergie du Rayonnement Solaire Diffus Transmis Total par les Fenêtres Intérieures de la Zone,Zone : Fenêtres Intérieures : Énergie Rayonnée Solaire Diffuse Transmise Totale,Y,Y
