Context,English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
openstudio::StandardsInformationConstructionWidget,Fenestration Tint:,Tinte de fenestración:,Tinte de Fenestración:,Teinte de vitrage :,Teinte de Fenêtrage :,Y,Y
openstudio::StandardsInformationConstructionWidget,Fenestration Type:,Tipo de fenestración:,Tipo de Acristalamiento:,Type de Vitrage :,Type de Fenêtrage :,Y,Y
openstudio::StandardsInformationConstructionWidget,Intended Surface Type:,Tipo de superficie previsto:,Tipo de Superficie Prevista:,Type de surface prévu :,Type de surface prévu :,Y,
openstudio::StandardsInformationConstructionWidget,Measure Tags (Optional):,Etiquetas de medición (opcional):,Etiquetas de Medidas (Opcional):,Tags de Mesures (Optionnel) :,Étiquettes de Mesure (Optionnel) :,Y,Y
openstudio::StandardsInformationConstructionWidget,Standard Source:,Fuente de norma:,Fuente de Norma:,Source Standard :,Source de la norme :,Y,Y
openstudio::StandardsInformationConstructionWidget,Standard:,Norma:,Estándar:,Standard :,Norme :,Y,Y
openstudio::StandardsInformationConstructionWidget,Standards Construction Type:,Tipo de construcción normativo:,Tipo de Construcción Normalizado:,Type de Construction aux Normes :,Type de construction selon les normes :,Y,Y
openstudio::StandardsInformationMaterialWidget,Composite Cavity Insulation:,Aislamiento de cavidad compuesta:,Aislamiento de Cavidad Compuesta:,Isolation Composite en Cavité :,Isolation de cavité composite :,Y,Y
openstudio::StandardsInformationMaterialWidget,Composite Framing Configuration:,Configuración de entramado compuesto:,Configuración de Marco Compuesto:,Configuration du cadre composite :,Configuration de cadrage composite :,Y,Y
openstudio::StandardsInformationMaterialWidget,Composite Framing Depth:,Profundidad de entramado compuesto:,Profundidad del Marco Compuesto:,Profondeur de cadre composite :,Profondeur des éléments de structure composite :,Y,Y
openstudio::StandardsInformationMaterialWidget,Composite Framing Material:,Material de entramado compuesto:,Material de Marco Compuesto:,Matériau de structure composite :,Matériau de cadre composite :,Y,Y
openstudio::StandardsInformationMaterialWidget,Composite Framing Size:,Tamaño de entramado compuesto:,Tamaño de Marco Compuesto:,Dimension du cadre composite :,Dimension de l'ossature composite :,Y,Y
openstudio::StandardsInformationMaterialWidget,Measure Tags (Optional):,Etiquetas de medición (opcional):,Etiquetas de Medidas (Opcional):,Tags de Mesures (Optionnel) :,Étiquettes de Mesure (Optionnel) :,Y,Y
openstudio::StandardsInformationMaterialWidget,Standard Source:,Fuente de norma:,Fuente de Norma:,Source Standard :,Source de la norme :,Y,Y
openstudio::StandardsInformationMaterialWidget,Standard:,Norma:,Estándar:,Standard :,Norme :,Y,Y
openstudio::StandardsInformationMaterialWidget,Standards Category:,Categoría normativa:,Categoría de Estándares:,Catégorie de normes :,Catégorie de normes :,Y,
openstudio::StandardsInformationMaterialWidget,Standards Identifier:,Identificador normativo:,Identificador de Normas:,Identificateur de normes :,Identifiant de normes :,Y,Y
openstudio::StartupMenu,&About,&Acerca,&Acerca de,&A propos,&À propos,Y,Y
openstudio::StartupMenu,&File,&Archivo,&Archivo,&Fichier,&Fichier,,
openstudio::StartupMenu,&Help,&Ayuda,&Ayuda,&Aide,&Aide,,
openstudio::StartupMenu,&New,&Nuevo,&Nuevo,&Nouveau,&Nouveau,,
openstudio::StartupMenu,&Open,&Abrir,&Abrir,&Ouvrir,&Ouvrir,,
openstudio::StartupMenu,Check For &Update,Buscar &Actualización,Buscar &Actualizaciones,&Vérifier les mises à jour,Vérifier les &mises à jour,Y,Y
openstudio::StartupMenu,Debug Webgl,Debug WebGL,Depurar WebGL,Déboggage WebGL,Déboguer WebGL,Y,Y
openstudio::StartupMenu,E&xit,&Salir,&Salir,&Quitter,&Quitter,,
openstudio::StartupMenu,gbXML,gbXML,gbXML,gbXML,gbXML,,
openstudio::StartupMenu,IDF,IDF,IDF,IDF,IDF,,
openstudio::StartupMenu,IFC,IFC,IFC,IFC,IFC,,
openstudio::StartupMenu,Import,Importar,Importar,Importer,Importer,,
openstudio::StartupMenu,OpenStudio &Help,&Ayuda de OpenStudio,OpenStudio &Ayuda,&Aide OpenStudio,OpenStudio &Aide,Y,Y
openstudio::StartupMenu,SDD,SDD,SDD,SDD,SDD,,
openstudio::SteamEquipmentDefinitionInspectorView,Design Level:,Nivel de diseño:,Nivel de Diseño:,Niveau de conception :,Niveau de conception :,Y,
openstudio::SteamEquipmentDefinitionInspectorView,Fraction Latent:,Fracción latente:,Fracción Latente:,Fraction Latente :,Fraction Latente :,Y,
openstudio::SteamEquipmentDefinitionInspectorView,Fraction Lost:,Fracción perdida:,Fracción Perdida:,Fraction perdue :,Fraction perdue :,Y,
openstudio::SteamEquipmentDefinitionInspectorView,Fraction Radiant:,Fracción radiante:,Fracción Radiante:,Fraction Rayonnante :,Fraction Rayonnée :,Y,Y
openstudio::SteamEquipmentDefinitionInspectorView,Name:,Nombre:,Nombre:,Nom :,Nom :,,
openstudio::SteamEquipmentDefinitionInspectorView,Power Per Person:,Potencia por persona:,Potencia Por Persona:,Puissance Par Personne :,Puissance par personne :,Y,Y
openstudio::SteamEquipmentDefinitionInspectorView,Power Per Space Floor Area:,Potencia por área de piso del espacio:,Potencia Por Área De Piso Del Espacio:,Puissance par Unité de Surface au Sol :,Puissance par unité de surface au sol :,Y,Y
openstudio::SyncMeasuresDialog,Updates Available in Library,Actualizaciones disponibles en la biblioteca,Actualizaciones Disponibles en la Biblioteca,Mises à jour disponibles dans la bibliothèque,Mises à jour disponibles dans la Bibliothèque,Y,Y
openstudio::SyncMeasuresDialogCentralWidget,Check All,Seleccionar todo,Seleccionar Todo,Tout sélectionner,Cocher tout,Y,Y
openstudio::SyncMeasuresDialogCentralWidget,Update,Actualizar,Actualizar,Mettre à jour,Mettre à jour,,
openstudio::SyncMeasuresDialogCentralWidget,Updates,Actualizaciones,Actualizaciones,Mises à jour,Mises à jour,,
openstudio::SystemCenterItem,Demand Equipment,Equipos de Demanda,Equipo de Demanda,Équipements de consommation,Équipement de Demande,Y,Y
openstudio::SystemCenterItem,Supply Equipment,Equipos de Suministro,Equipos de Distribución,Équipement d'alimentation,Équipement de distribution,Y,Y
openstudio::ThermalZonesGridController,Air Loop Name,Nombre del Circuito de Aire,Nombre del Circuito de Aire,Nom de la boucle d'air,Nom de la boucle d'air,,
openstudio::ThermalZonesGridController,All,Todos,Todos,Tous,Tous,,
openstudio::ThermalZonesGridController,CAD Object ID,Id de Objeto CAD,ID de Objeto CAD,ID d'objet CAO,ID Objet CAD,Y,Y
openstudio::ThermalZonesGridController,Check to enable ideal air loads.,Marcar para habilitar cargas de aire ideal.,Marque para habilitar cargas de aire ideal.,Cocher pour activer les charges d'air idéal.,Cochez pour activer les charges d'air idéales.,Y,Y
openstudio::ThermalZonesGridController,Check to select all rows,Marcar para seleccionar todas las filas,Marcar para seleccionar todas las filas,Cocher pour sélectionner toutes les lignes,Cochez pour sélectionner toutes les lignes,,Y
openstudio::ThermalZonesGridController,Check to select this row,Marcar para seleccionar esta fila,Marque para seleccionar esta fila,Cocher pour sélectionner cette ligne,Cochez pour sélectionner cette ligne,Y,Y
openstudio::ThermalZonesGridController,"Cooling
Sizing
Parameters","Parámetros
Dimensionado
Enfriamiento","Parámetros de
Dimensionamiento de
Enfriamiento","Paramètres de
dimensionnement
du refroidissement","Paramètres de
Dimensionnement
Refroidissement",Y,Y
openstudio::ThermalZonesGridController,"Cooling Design
Air Flow Method","Método Caudal
Diseño Enfriamiento","Método de Flujo de Aire
de Diseño de Enfriamiento","Conception du Refroidissement
Méthode du Débit d'Air","Méthode de débit d'air
de conception en refroidissement",Y,Y
openstudio::ThermalZonesGridController,"Cooling Design
Air Flow Rate","Caudal Diseño
Enfriamiento","Caudal de Aire de
Diseño de Enfriamiento","Refroidissement - Conception
Débit d'air","Débit d'air de refroidissement
à la conception",Y,Y
openstudio::ThermalZonesGridController,"Cooling Minimum
Air Flow","Caudal Mínimo
Enfriamiento","Caudal de Aire Mínimo
en Enfriamiento","Débit d'Air Minimum
de Refroidissement",Débit d'air minimum de refroidissement,Y,Y
openstudio::ThermalZonesGridController,"Cooling Minimum
Air Flow Fraction","Fracción Caudal
Mínimo Enfriamiento",Fracción de Caudal de Aire Mínimo de Enfriamiento,"Fraction minimale du débit
d'air de refroidissement",Fraction minimale du débit d'air de refroidissement,Y,Y
openstudio::ThermalZonesGridController,"Cooling Minimum Air
Flow per Zone
Floor Area","Caudal Mínimo
Enfriamiento por
Área de Zona","Flujo de Aire Mínimo de Enfriamiento
por Área de Piso de la Zona","Débit d'air minimum de refroidissement
par zone
Superficie de plancher",Débit d'air minimum de refroidissement par zone rapporté à la surface de plancher,Y,Y
openstudio::ThermalZonesGridController,"Cooling Thermostat
Schedule","Horario Termostato
de Enfriamiento",Calendario de Termostato de Enfriamiento,"Thermostat de Refroidissement
Calendrier",Calendrier du Thermostat de Refroidissement,Y,Y
openstudio::ThermalZonesGridController,"Dehumidifying Setpoint
Schedule","Horario P. Ajuste
Deshumidificación",Programa de Punto de Consigna de Deshumidificación,"Consigne de déshumidification
Calendrier",Calendrier de Consigne de Déshumidification,Y,Y
openstudio::ThermalZonesGridController,"Design Zone Air
Distribution Effectiveness
in Cooling Mode","Efectividad Distribución
Aire en Modo
Enfriamiento",Efectividad de Distribución de Aire de Zona de Diseño en Modo de Enfriamiento,"Efficacité de la Distribution d'Air
de la Zone de Conception
en Mode Refroidissement",Efficacité de la Distribution de l'Air dans la Zone en Mode Refroidissement,Y,Y
openstudio::ThermalZonesGridController,"Design Zone Air
Distribution Effectiveness
in Heating Mode","Efectividad Distribución
Aire en Modo
Calefacción",Efectividad de Distribución del Aire de Zona de Diseño en Modo de Calefacción,"Efficacité de la Distribution
de l'Air de la Zone de Conception
en Mode Chauffage",Efficacité de la Distribution d'Air dans la Zone en Mode Chauffage,Y,Y
openstudio::ThermalZonesGridController,Display Name,Nombre de Visualización,Nombre para Mostrar,Nom d'affichage,Nom d'affichage,Y,
openstudio::ThermalZonesGridController,"Heating
Sizing
Parameters","Parámetros
Dimensionado
Calefacción","Parámetros de
Dimensionamiento
de Calefacción","Chauffage
Dimensionnement
Paramètres","Paramètres de
dimensionnement
du chauffage",Y,Y
openstudio::ThermalZonesGridController,"Heating Design
Air Flow Method","Método Caudal
Diseño Calefacción","Método de Caudal de Aire
de Diseño para Calefacción","Conception du chauffage
Méthode de débit d'air",Méthode de Débit d'Air de Conception pour Chauffage,Y,Y
openstudio::ThermalZonesGridController,"Heating Design
Air Flow Rate","Caudal Diseño
Calefacción","Caudal de Aire de Diseño
en Calefacción","Conception du Chauffage
Débit d'Air",Débit d'air de conception en chauffage,Y,Y
openstudio::ThermalZonesGridController,"Heating Maximum
Air Flow","Caudal Máximo
Calefacción",Flujo de Aire Máximo en Calefacción,"Débit d'air maximal
de chauffage","Débit d'air maximum
chauffage",Y,Y
openstudio::ThermalZonesGridController,"Heating Maximum
Air Flow Fraction","Fracción Caudal
Máximo Calefacción","Fracción Máxima de
Caudal de Aire en Calefacción","Fraction de Débit d'Air Maximum
en Chauffage",Fraction maximale du débit d'air en chauffage,Y,Y
openstudio::ThermalZonesGridController,"Heating Maximum Air
Flow per Zone
Floor Area","Caudal Máximo
Calefacción por
Área de Zona","Caudal de Aire Máximo de
Calefacción por Área
de Piso de la Zona","Débit d'air maximum de
chauffage par zone de
surface de plancher",Débit d'air maximal de chauffage par unité de surface de plancher de zone,Y,Y
openstudio::ThermalZonesGridController,"Heating Thermostat
Schedule","Horario Termostato
de Calefacción",Calendario de Termostato de Calefacción,"Thermostat de chauffage
Horaire","Calendrier de Thermostat
de Chauffage",Y,Y
openstudio::ThermalZonesGridController,"Humidifying Setpoint
Schedule","Horario P. Ajuste
Humidificación",Agenda de Punto de Consigna de Humidificación,"Consigne d'humidification
Calendrier",Calendrier de Consigne d'Humidification,Y,Y
openstudio::ThermalZonesGridController,"HVAC
Systems","Sistemas
HVAC","Sistemas
HVAC","Systèmes
HVAC","Systèmes
HVAC",,
openstudio::ThermalZonesGridController,Multiplier,Multiplicador,Multiplicador,Multiplicateur,Multiplicateur,,
openstudio::ThermalZonesGridController,Name,Nombre,Nombre,Nom,Nom,,
openstudio::ThermalZonesGridController,Rendering Color,Color de Renderizado,Color de Renderizado,Couleur de rendu,Couleur de rendu,,
openstudio::ThermalZonesGridController,"Turn On
Ideal
Air Loads","Activar
Cargas de Aire
Ideales","Activar
Cargas de Aire
Ideal","Activer
Idéal
Charges d'air","Activer
Charges d'air
idéales",Y,Y
openstudio::ThermalZonesGridController,"Zone Cooling
Design Supply
Air Humidity Ratio","Humedad
Impulsión Diseño
Enfriamiento","Relación de Humedad
del Aire de Suministro
de Diseño de Enfriamiento de Zona","Zone Refroidissement
Approvisionnement de Conception
Ratio d'Humidité de l'Air","Ratio d'humidité de l'air de
soufflage de conception
du refroidissement de zone",Y,Y
openstudio::ThermalZonesGridController,"Zone Cooling
Design Supply
Air Temperature","Temperatura
Impulsión Diseño
Enfriamiento","Temperatura de Suministro
de Aire de Diseño
para Enfriamiento de Zona","Refroidissement de Zone
Température de l'Air de
Soufflage de Conception","Température de Consigne
de l'Air Soufflé en
Refroidissement à l'Heure de Pointe",Y,Y
openstudio::ThermalZonesGridController,"Zone Cooling
Sizing Factor","Factor Dimensionado
Enfriamiento",Factor de Dimensionamiento del Enfriamiento de la Zona,"Zone Cooling
Sizing Factor",Facteur de dimensionnement du refroidissement de zone,Y,Y
openstudio::ThermalZonesGridController,Zone Equipment,Equipos de Zona,Equipos de Zona,Équipements de Zone,Équipements de zone,,Y
openstudio::ThermalZonesGridController,"Zone Heating
Design Supply
Air Humidity Ratio","Humedad
Impulsión Diseño
Calefacción","Razón de Humedad del Aire
de Suministro en Diseño
de Calefacción de la Zona","Zone Heating
Design Supply
Air Humidity Ratio","Rapport d'humidité
de l'air soufflé
en conditions de
conception en chauffage",Y,Y
openstudio::ThermalZonesGridController,"Zone Heating
Design Supply
Air Temperature","Temperatura
Impulsión Diseño
Calefacción",Temperatura de Diseño del Aire de Suministro para Calefacción de la Zona,"Zone Heating
Température de
l'air soufflé en conception","Température de Soufflage en Chauffage
Conception de la Zone",Y,Y
openstudio::ThermalZonesGridController,"Zone Heating
Sizing Factor","Factor Dimensionado
Calefacción",Factor de Dimensionamiento de Calefacción de Zona,"Facteur de dimensionnement
du chauffage de zone",Facteur de dimensionnement du chauffage de zone,Y,Y
openstudio::ThermalZonesGridView,"Drop
Zone","Soltar
Zona",Zona de depósito,"Zone de
dépôt",Zone de dépôt,Y,Y
openstudio::ThermalZonesGridView,Thermal Zones,Zonas Térmicas,Zonas Térmicas,Zones thermiques,Zones Thermiques,,Y
openstudio::ThermalZonesTabView,Thermal Zones,Zonas Térmicas,Zonas Térmicas,Zones Thermiques,Zones Thermiques,,
openstudio::UtilityBillsInspectorView,Add New Billing Period,Agregar Nuevo Período de Facturación,Añadir Nuevo Período de Facturación,Ajouter une nouvelle période de facturation,Ajouter une nouvelle période de facturation,Y,
openstudio::UtilityBillsInspectorView,Add new object,Agregar nuevo objeto,Agregar nuevo objeto,Ajouter un nouvel objet,Ajouter un nouvel objet,,
openstudio::UtilityBillsInspectorView,Billing Period,Período de Facturación,Período de Facturación,Période de facturation,Période de facturation,,
openstudio::UtilityBillsInspectorView,Billing Period Days,Días del Período de Facturación,Días del Período de Facturación,Jours de la période de facturation,Jours de la Période de Facturation,,Y
openstudio::UtilityBillsInspectorView,Consumption Units,Unidades de Consumo,Unidades de Consumo,Unités de consommation,Unités de Consommation,,Y
openstudio::UtilityBillsInspectorView,Cost,Factor de Radiación de Onda Larga en Cubierta,Costo,Coût,Coût,Y,
openstudio::UtilityBillsInspectorView,End Date,Nombre de Curva de Factor de Energía,Fecha de Fin,Date de fin,Date de fin,Y,
openstudio::UtilityBillsInspectorView,End Date and Number of Days in Billing Period,Fecha de Fin y Número de Días en Período de Facturación,Fecha de Finalización y Número de Días en el Período de Facturación,Date de fin et nombre de jours dans la période de facturation,Date de fin et nombre de jours de la période de facturation,Y,Y
openstudio::UtilityBillsInspectorView,Energy Use (,Consumo de Energía (,Consumo de Energía (,Consommation d'énergie (,Consommation énergétique (,,Y
openstudio::UtilityBillsInspectorView,Name,Nombre,Nombre,Nom,Nom,,
openstudio::UtilityBillsInspectorView,Peak (,Pico (,Demanda Máxima (,Crête (,Pic (,Y,Y
openstudio::UtilityBillsInspectorView,Peak Demand Units,Unidades de Demanda Máxima,Unidades de Demanda Máxima,Unités de Demande de Pointe,Unités de Demande Maximale,,Y
openstudio::UtilityBillsInspectorView,Peak Demand Window Timesteps,Intervalos de Tiempo de la Ventana de Demanda Máxima,Pasos de Tiempo de Ventana de Demanda Máxima,Pas de temps de la fenêtre de demande maximale,Pas de temps de la fenêtre de demande de pointe,Y,Y
openstudio::UtilityBillsInspectorView,Run Period,Período de Ejecución,Período de Simulación,Période de simulation,Période de simulation,Y,
openstudio::UtilityBillsInspectorView,Select the best match for you utility bill,Selecciona la mejor coincidencia para tu factura de servicios,Seleccione la mejor coincidencia para su factura de servicios,Sélectionnez la meilleure correspondance pour votre facture d'électricité,Sélectionnez la meilleure correspondance pour votre facture énergétique,Y,Y
openstudio::UtilityBillsInspectorView,Start Date,Inicio de Costos,Fecha de Inicio,Date de début,Date de début,Y,
openstudio::UtilityBillsInspectorView,Start Date and End Date,Fecha de Inicio y Fecha de Fin,Fecha de inicio y Fecha de fin,Date de début et date de fin,Date de début et date de fin,Y,
openstudio::UtilityBillsInspectorView,Start Date and Number of Days in Billing Period,Fecha de Inicio y Número de Días en el Período de Facturación,Fecha de Inicio y Número de Días en el Período de Facturación,Date de début et nombre de jours de la période de facturation,Date de début et nombre de jours de la période de facturation,,
openstudio::VRFSystemDropZoneView,Drop Thermal Zone,Soltar Zona Térmica,Soltar Zona Térmica,Zone thermique dépôt,Déposer Zone Thermique,,Y
openstudio::VRFSystemDropZoneView,Drop VRF System,Soltar Sistema VRF,Soltar Sistema VRF,Système VRF à débit variable,Déposer le système VRF,,Y
openstudio::VRFSystemDropZoneView,Drop VRF Terminal,Soltar Terminal VRF,Soltar Terminal VRF,Supprimer Terminal VRF,Déposer Terminal VRF,,Y
openstudio::VRFSystemMiniView,Terminals,Terminales,Terminales,Terminaux,Terminaux,,
openstudio::VRFSystemMiniView,Zones,Zonas,Zonas Térmicas,Zones,Zones,Y,
openstudio::VRFSystemView,Drop Thermal Zone,Soltar Zona Térmica,Soltar Zona Térmica,Zone thermique dépôt,Déposer Zone Thermique,,Y
openstudio::VRFSystemView,Drop VRF Terminal,Soltar Terminal VRF,Soltar Terminal VRF,Supprimer Terminal VRF,Déposer Terminal VRF,,Y
openstudio::VRFThermalZoneDropZoneView,Drop Thermal Zone,Soltar Zona Térmica,Soltar Zona Térmica,Zone thermique dépôt,Déposer Zone Thermique,,Y
openstudio::VariablesList,All,Todos,Todos,Tous,Tous,,
openstudio::VariablesList,All Off,Todas Desactivadas,Todos Desactivados,Désactiver toutes,Tous désactivés,Y,Y
openstudio::VariablesList,All On,Todas Activadas,Todos Activados,Activer toutes,Tous activés,Y,Y
openstudio::VariablesList,Annual,Anual,Anual,Annuelle (Annual),Annuel,,Y
openstudio::VariablesList,Apply Frequency,Aplicar Frecuencia,Aplicar Frecuencia,Appliquer la fréquence,Appliquer la fréquence,,
openstudio::VariablesList,Daily,Diario,Diaria,Journalier (Daily),Quotidien,Y,Y
openstudio::VariablesList,Detailed,Detallado,Detallado,Detaillée (Detailed),Détaillé,,Y
openstudio::VariablesList,Disabled,Deshabilitadas,Deshabilitado,Désactivées,Désactivé,Y,Y
openstudio::VariablesList,Enabled,Habilitadas,Habilitado,Activées,Activé,Y,Y
openstudio::VariablesList,Filter Variables,Filtrar Variables,Filtrar Variables,Filtrer les variables,Filtrer les variables,,
openstudio::VariablesList,Hourly,Por Hora,Horario,Horaire (Hourly),Horaire,Y,Y
openstudio::VariablesList,Monthly,Mensual,Mensual,Mensuel (Monthly),Mensuel,,Y
openstudio::VariablesList,RunPeriod,Período de Simulación,Período de Simulación,Période de simulation (RunPeriod),Période de simulation,,Y
openstudio::VariablesList,Select Output Variables,Seleccionar Variables de Salida,Seleccionar Variables de Salida,Sélectionner les variables de sortie,Sélectionner les Variables de Sortie,,Y
openstudio::VariablesList,Timestep,Paso de Tiempo,Intervalo de tiempo,Pas de temps (Timestep),Pas de temps,Y,Y
openstudio::VariablesList,Update Visible Variables,Actualizar Variables Visibles,Actualizar Variables Visibles,Mettre à jour les variables visibles,Mettre à jour les variables visibles,,
openstudio::VariablesList,Use Regex,Usar Expresión Regular,Usar Expresiones Regulares,Utiliser une expression régulière,Utiliser les expressions régulières,Y,Y
openstudio::VariablesTabView,Output Variables,Variables de Salida,Variables de Salida,Variables de sortie,Variables de sortie,,
openstudio::WaterUseConnectionsDetailItem,Go back to water mains editor,Volver al editor de red de agua,Volver al editor de agua principal,Retourner à l'éditeur de conduites d'eau,Retourner à l'éditeur de distribution d'eau,Y,Y
openstudio::WaterUseConnectionsDropZoneItem,Drag Water Use Connections from Library,Arrastrar Conexiones de Uso de Agua desde la Biblioteca,Arrastre Conexiones de Uso de Agua desde la Biblioteca,Faire glisser les connexions d'utilisation d'eau à partir de la bibliothèque,Glissez les connexions d'utilisation d'eau depuis la bibliothèque,Y,Y
openstudio::WaterUseEquipmentDefinitionInspectorView,End Use Subcategory:,Subcategoría de uso final:,Subcategoría de Uso Final:,Sous-catégorie d'utilisation finale :,Sous-catégorie d'usage final :,Y,Y
openstudio::WaterUseEquipmentDefinitionInspectorView,Latent Fraction Schedule:,Horario de fracción latente:,Horario de Fracción Latente:,Calendrier de fraction latente :,Calendrier de Fraction de Chaleur Latente :,Y,Y
openstudio::WaterUseEquipmentDefinitionInspectorView,Name:,Nombre:,Nombre:,Nom :,Nom :,,
openstudio::WaterUseEquipmentDefinitionInspectorView,Peak Flow Rate:,Caudal pico:,Caudal Máximo:,Débit de pointe :,Débit de pointe :,Y,
openstudio::WaterUseEquipmentDefinitionInspectorView,Sensible Fraction Schedule:,Horario de fracción sensible:,Calendario de Fracción Sensible:,Calendrier de fraction sensible :,Calendrier de fraction sensible :,Y,
openstudio::WaterUseEquipmentDefinitionInspectorView,Target Temperature Schedule:,Horario de temperatura objetivo:,Cronograma de Temperatura Objetivo:,Calendrier de Température Cible :,Calendrier de Température Cible :,Y,
openstudio::WaterUseEquipmentDropZoneItem,Drag Water Use Equipment from Library,Arrastrar Equipo de Uso de Agua desde la Biblioteca,Arrastre Equipo de Uso de Agua desde la Biblioteca,Glisser l'équipement de consommation d'eau de la bibliothèque,Faites glisser Équipement d'utilisation d'eau depuis la bibliothèque,Y,Y
openstudio::WindowMaterialBlindInspectorView,Back Side Slat Beam Solar Reflectance:,Reflectancia solar de haz cara posterior de lámina:,Reflectancia Solar de Haz en la Cara Posterior de la Laminilla:,Réflectance solaire du faisceau du côté arrière des lamelles :,Réflectance solaire directe du côté arrière des lames :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Back Side Slat Beam Visible Reflectance:,Reflectancia visible de haz cara posterior de lámina:,Reflectancia Visible de Haz Difuso en la Cara Posterior de la Laminilla:,Facteur de réflexion visible du faisceau du côté arrière de la lame :,Réflectance Diffuse Visible du Côté Arrière du Lamelle :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Back Side Slat Diffuse Solar Reflectance:,Reflectancia solar difusa cara posterior de lámina:,Reflectancia Solar Difusa del Lado Posterior de las Lamas:,Back Side Slat Diffuse Solar Reflectance:,Réflectance solaire diffuse du côté arrière des lames :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Back Side Slat Diffuse Visible Reflectance:,Reflectancia visible difusa cara posterior de lámina:,Reflectancia Visible Difusa del Lado Posterior de la Lámina:,Réflectance diffuse visible du côté arrière de la lame :,Réflectance Visible Diffuse du Côté Arrière de la Lame :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Back Side Slat Infrared Hemispherical Emissivity:,Emisividad infrarroja hemisférica cara posterior de lámina:,Emisividad Hemisférica Infrarroja del Lado Posterior de la Lama:,Émissivité hémisphérique infrarouge du côté arrière des lames :,Émissivité hémisphérique infrarouge de la face arrière de la lame :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Blind Bottom Opening Multiplier:,Multiplicador de apertura inferior de persiana:,Multiplicador de Apertura Inferior de Persiana:,Multiplicateur d'ouverture inférieure du store :,Multiplicateur d'ouverture inférieure du store :,Y,
openstudio::WindowMaterialBlindInspectorView,Blind Left Side Opening Multiplier:,Multiplicador de apertura lateral izquierda de persiana:,Multiplicador de Apertura del Lado Izquierdo de la Persiana:,Multiplicateur d'ouverture côté gauche du store :,Multiplicateur d'ouverture du côté gauche du store :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Blind Right Side Opening Multiplier:,Multiplicador de apertura lateral derecha de persiana:,Multiplicador de Apertura del Lado Derecho de la Persiana:,Multiplicateur d'ouverture du côté droit du store :,Multiplicateur d'ouverture du côté droit du store :,Y,
openstudio::WindowMaterialBlindInspectorView,Blind To Glass Distance:,Distancia persiana a vidrio:,Distancia de Persiana a Cristal:,Distance entre store et vitre :,Distance de store à vitre :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Blind Top Opening Multiplier:,Multiplicador de apertura superior de persiana:,Multiplicador de Apertura Superior de Persiana:,Multiplicateur d'ouverture supérieure du store :,Multiplicateur d'ouverture supérieure du store :,Y,
openstudio::WindowMaterialBlindInspectorView,Front Side Slat Beam Solar Reflectance:,Reflectancia solar de haz cara frontal de lámina:,Reflectancia Solar de Haz del Lado Frontal de la Lámina:,Réflectance solaire du rayonnement direct de la face avant de la lame :,Réflectance solaire directe des lamelles côté avant :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Front Side Slat Beam Visible Reflectance:,Reflectancia visible de haz cara frontal de lámina:,Reflectancia Visible del Haz en el Lado Frontal de la Lámina:,Réflectance visible du faisceau des lames côté avant :,Réflectance Visible Directe des Lamelles (Côté Avant) :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Front Side Slat Diffuse Solar Reflectance:,Reflectancia solar difusa cara frontal de lámina:,Reflectancia Solar Difusa del Lado Frontal de las Lamas:,Réflectance solaire diffuse du côté avant de la lame :,Réflectance solaire diffuse hémisphérique de la face avant des lamelles :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Front Side Slat Diffuse Visible Reflectance:,Reflectancia visible difusa cara frontal de lámina:,Reflectancia Difusa Visible del Lado Frontal de las Lamas:,Réflectance Diffuse Visible du Côté Avant de la Lame :,Réflectance Visible Diffuse du Côté Avant des Lames :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Front Side Slat Infrared Hemispherical Emissivity:,Emisividad infrarroja hemisférica cara frontal de lámina:,Emisividad Infrarroja Hemisférica del Lado Frontal de la Lámina:,Émissivité hémisphérique infrarouge du côté avant des lames :,Émissivité hémisphérique infrarouge de la face avant de la lamelle :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Maximum Slat Angle:,Ángulo máximo de lámina:,Ángulo Máximo de las Lamas:,Angle de lame maximal :,Angle de lame maximal :,Y,
openstudio::WindowMaterialBlindInspectorView,Minimum Slat Angle:,Ángulo mínimo de lámina:,Ángulo de Lámina Mínimo:,Angle de lame minimum :,Angle minimum des lames :,Y,Y
openstudio::WindowMaterialBlindInspectorView,Name:,Nombre:,Nombre:,Nom :,Nom :,,
openstudio::WindowMaterialBlindInspectorView,Slat Angle:,Ángulo de lámina:,Ángulo de Lamas:,Angle des lames :,Angle des lames :,Y,
openstudio::WindowMaterialBlindInspectorView,Slat Beam Solar Transmittance:,Transmitancia solar de haz de lámina:,Transmitancia Solar Directa de la Lámina:,Transmittance Solaire du Faisceau de Lamelle :,Transmittance solaire directe des lames :,Y,Y
