English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Total Cooling Capacity Curve Name,Función Modificadora de la Capacidad Total de Enfriamiento en Función de la Temperatura,Nombre de Curva de Capacidad Total de Enfriamiento,Nom de la courbe de capacité de refroidissement totale,Nom de la courbe de capacité frigorifique totale,Y,Y
Total Cooling Capacity Function of Air Flow Fraction Curve Name,Perímetro Total Expuesto,Nombre de la Curva de Capacidad Total de Enfriamiento en Función de la Fracción de Flujo de Aire,Nom de la courbe de la fonction de la capacité de refroidissement totale en fonction de la fraction de débit d'air,Nom de la courbe de capacité frigorifique totale en fonction de la fraction de débit d'air,Y,Y
Total Cooling Capacity Function of Flow Fraction Curve,Capacidad Térmica Total,Curva de Capacidad Total de Enfriamiento en Función de la Fracción de Flujo,Courbe de la capacité frigorifique totale en fonction de la fraction de débit,Courbe de la Capacité de Refroidissement Totale en Fonction de la Fraction de Débit,Y,Y
Total Cooling Capacity Function of Flow Fraction Curve Name,Curva de Cap. Total de Enfriamiento en Función de Fracción de Flujo,Nombre de Curva de Capacidad Total de Enfriamiento en Función de la Fracción de Flujo,Nom de la courbe de fonction de capacité de refroidissement totale en fonction de la fraction de débit,Nom de la courbe Capacité frigorifique totale en fonction de la fraction de débit,Y,Y
Total Cooling Capacity Function of Temperature Curve,Nombre de Curva de Función de Capacidad de Calefacción Total en Función de la Fracción de Flujo de Aire,Curva de Capacidad Total de Enfriamiento en Función de la Temperatura,Courbe de Fonction de Capacité de Refroidissement Totale en Fonction de la Température,Courbe de Capacité de Refroidissement Totale en Fonction de la Température,Y,Y
Total Cooling Capacity Function of Temperature Curve Name,Curva de Cap. Total de Enfriamiento en Función de Temperatura,Nombre de la Curva de Capacidad Total de Enfriamiento en Función de la Temperatura,Nom de la courbe de fonction de capacité de refroidissement total en fonction de la température,Nom de la courbe de capacité frigorifique totale en fonction de la température,Y,Y
Total Cooling Capacity Function of Water Flow Fraction Curve Name,Nombre de Curva de Capacidad Total de Calentamiento en Función de la Fracción de Flujo,Nombre de Curva de Capacidad Total de Enfriamiento en Función de la Fracción de Flujo de Agua,Nom de la courbe de la capacité totale de refroidissement en fonction de la fraction du débit d'eau,Nom de la Courbe de Fonction de la Capacité de Refroidissement Totale en Fonction de la Fraction de Débit d'Eau,Y,Y
Total Cooling Capacity Modifier Function of Air Flow Fraction Curve,Nombre de Curva de Función de Capacidad Total de Calefacción en Función de Temperatura,Curva Modificadora de la Capacidad de Enfriamiento Total en Función de la Fracción de Flujo de Aire,Courbe de modificateur de capacité de refroidissement totale en fonction de la fraction de débit d'air,Courbe de Correction de la Capacité de Refroidissement Totale en Fonction de la Fraction de Débit d'Air,Y,Y
Total Cooling Capacity Modifier Function of Temperature Curve,Área Total de Superficie Aislada Frente a la Zona,Función Modificadora de la Capacidad Total de Enfriamiento en función de la Temperatura,Fonction modificatrice de la capacité de refroidissement totale en fonction de la température,Fonction de Modification de la Capacité Frigorifique Totale en Fonction de la Température,Y,Y
Total Exposed Perimeter,Longitud Total,Perímetro Expuesto Total,Périmètre total exposé,Périmètre exposé total,Y,Y
Total Heat Capacity,Caudal Total de la Bomba,Capacidad Calorífica Total,Capacité Thermique Totale,Capacité thermique totale,Y,Y
Total Heating Capacity Function of Air Flow Fraction Curve Name,Cabeza Total de Bomba,Nombre de Curva de Capacidad de Calefacción Total en Función de la Fracción de Flujo de Aire,Nom de la Courbe de Fonction de Capacité de Chauffage Total en Fonction de la Fraction de Débit d'Air,Nom de la courbe de fonction de la capacité de chauffage en fonction de la fraction de débit d'air,Y,Y
Total Heating Capacity Function of Flow Fraction Curve Name,Potencia Total de Bombas,Nombre de Curva de Función de Capacidad Calorífica Total según Fracción de Flujo,Nom de la courbe de fonction de capacité de chauffage totale en fonction de la fraction de débit,Nom de la courbe de capacité de chauffage totale en fonction de la fraction de débit,Y,Y
Total Heating Capacity Function of Temperature Curve Name,Caudal Nominal Total,Nombre de la Curva de Capacidad Total de Calefacción en Función de la Temperatura,Nom de la Courbe de Fonction de la Capacité Totale de Chauffage en Fonction de la Température,Nom de la courbe de capacité totale de chauffage en fonction de la température,Y,Y
Total Insulated Surface Area Facing Zone,Nombre de Curva de Función de Capacidad Total de Calentamiento de Agua respecto a Fracción de Flujo de Aire,Área Total de Superficie Aislada Frente a la Zona,Superficie totale isolée donnant sur la zone,Surface Totale Isolée Orientée vers la Zone,Y,Y
Total Length,Nombre de Curva de Función de Capacidad Total de Calentamiento de Agua en Función de la Temperatura,Longitud Total,Longueur totale,Longueur totale,Y,
Total Pump Flow Rate,Nombre de Curva de Función de Capacidad Total de Calentamiento de Agua en Función de la Fracción de Flujo de Agua,Caudal Total de Bomba,Débit total de la pompe,Débit total de la pompe,Y,
Total Pump Head,Nombre del Medidor del Esquema de Seguimiento,Altura Total de la Bomba,Hauteur Manométrique Totale,Hauteur manométrique totale de la pompe,Y,Y
Total Pump Power,Esquema de Nombre de Horario para Rastrear Nombre de Horario,Potencia Total de la Bomba,Puissance Totale de la Pompe,Puissance totale de la pompe,Y,Y
Total Rated Flow Rate,Temperatura de Aproximación Transcrítica,Caudal Total Nominal,Débit nominal total,Débit nominal total,Y,
Total Water Heating Capacity Function of Air Flow Fraction Curve Name,Nombre de Curva de Capacidad del Compresor Transcrítico,Nombre de la Curva de Función de Capacidad Total de Calentamiento de Agua en Función de la Fracción de Flujo de Aire,Nom de la courbe de fonction de la capacité totale de chauffage de l'eau en fonction de la fraction du débit d'air,Nom de la courbe de capacité totale de chauffage de l'eau en fonction de la fraction de débit d'air,Y,Y
Total Water Heating Capacity Function of Temperature Curve Name,Nombre de Curva de Potencia del Compresor Transcrítico,Nombre de Curva de Capacidad Total de Calentamiento de Agua en Función de la Temperatura,Nom de la courbe de fonction de capacité de chauffage d'eau totale en fonction de la température,Nom de la courbe de fonction de capacité totale de chauffage de l'eau en fonction de la température,Y,Y
Total Water Heating Capacity Function of Water Flow Fraction Curve Name,Nombre de Objeto Transformador,Nombre de Curva de Función de Capacidad Total de Calentamiento de Agua en Relación con la Fracción de Flujo de Agua,Nom de la courbe de fonction de capacité totale de chauffage de l'eau en fonction de la fraction de débit d'eau,Nom de la courbe de la capacité totale de chauffage de l'eau en fonction de la fraction du débit d'eau,Y,Y
Track Meter Scheme Meter Name,Uso del Transformador,Nombre del Medidor del Esquema de Medidor de Seguimiento,Nom du compteur du schéma de suivi des compteurs,Nom du compteur du schéma de suivi,Y,Y
Track Schedule Name Scheme Schedule Name,Temperatura de Transición,Nombre de Horario de Esquema de Nombre de Horario de Seguimiento,Schéma de noms de calendrier du schéma de suivi,Nom du Calendrier du Schéma de Suivi Nom du Calendrier,Y,Y
Transcritical Approach Temperature,Longitud de la Zona de Transición,Temperatura de Aproximación Transcrítica,Température d'approche transcritique,Écart de Température Transcritique,Y,Y
Transcritical Compressor Capacity Curve Name,Nombre de Zona de Transición,Nombre de la Curva de Capacidad del Compresor Transcrítico,Nom de la courbe de capacité du compresseur transcritique,Nom de la courbe de capacité du compresseur transcritique,Y,
Transcritical Compressor Power Curve Name,Archivo Con Ruta Relativa,Nombre de Curva de Potencia del Compresor Transcrítico,Nom de la courbe de puissance du compresseur transcritique,Nom de la Courbe de Puissance du Compresseur Transcritique,Y,Y
Transformer Object Name,Archivo de Horario,Nombre del Objeto Transformador,Nom de l'objet Transformateur,Nom de l'objet Transformateur,Y,
Transformer Usage,Transmitancia,Uso del Transformador,Utilisation du transformateur,Consommation du Transformateur,Y,Y
Transition Temperature,Producto de Transmitancia y Absortancia,Temperatura de Transición,Température de transition,Température de Transition,Y,Y
Transition Zone Length,Nombre del Programa de Transmitancia,Longitud de Zona de Transición,Longueur de la zone de transition,Longueur de la Zone de Transition,Y,Y
Transition Zone Name,Longitud de la Zanja en Dirección Axial de la Tubería,Nombre de la Zona de Transición,Nom de la Zone de Transition,Nom de la Zone de Transition,Y,
Translate File With Relative Path,Espaciamiento de Tubos,Traducir Archivo Con Ruta Relativa,Traduire le fichier avec chemin relatif,Traduire Fichier Avec Chemin Relatif,Y,Y
Translate to Schedule File,Nombre de la Construcción del Difusor de Luz Natural Tubular,Traducir a Archivo de Calendario,Traduire vers fichier de planification,Traduire en Fichier de Calendrier,Y,Y
Transmittance,Nombre de Construcción de Domo de Luz Diurna Tubular,Transmitancia,Transmittance,Transmittance,Y,
Transmittance Absorptance Product,Horario del Martes:Nombre del Día,Producto de Transmitancia por Absortancia,Produit Transmittance-Absorptance,Produit Transmittance-Absorptance,Y,
Transmittance Schedule Name,Posición de Cálculo de Temperatura Bidimensional,Nombre de Horario de Transmitancia,Nom de l'horaire de transmittance,Nom de l'horaire de transmittance,Y,
Trench Length in Pipe Axial Direction,Tipo de Datos en Variable,Longitud de la Zanja en Dirección Axial de la Tubería,Longueur de tranchée dans la direction axiale du tuyau,Longueur de la tranchée dans la direction axiale du tuyau,Y,Y
Tube Spacing,Tipo de Modelado,Espaciado de Tubos,Espacement des tubes,Espacement des tubes,Y,
Tubular Daylight Diffuser Construction Name,Tipo de Abertura Vertical Grande Rectangular,Nombre de la Construcción del Difusor de Luz Natural Tubular,Nom de la construction du diffuseur de lumière du jour tubulaire,Nom de Construction du Diffuseur de Lumière Naturelle Tubulaire,Y,Y
Tubular Daylight Dome Construction Name,Tipo de Control de Ángulo de Lamas para Persianas,Nombre de Construcción de Domo de Luz Natural Tubular,Nom de la construction du dôme de lumière du jour tubulaire,Nom de la construction du dôme de lumière naturelle tubulaire,Y,Y
Tuesday Schedule:Day Name,Factor U,Cronograma de Martes:Nombre del Día,Emploi du temps mardi : Nom du jour,Emploi du temps mardi : Nom du jour,Y,
Two-Dimensional Temperature Calculation Position,Factor U multiplicado por el Área en la Velocidad de Flujo de Aire de Diseño,Posición de Cálculo de Temperatura Bidimensional,Position de calcul de température bidimensionnelle,Position de calcul de température bidimensionnelle,Y,
Type of Analysis,Tipo de Análisis,Tipo de Análisis,Type d'analyse,Type d'analyse,,
Type of Data in Variable,Distancia del Tubo en U,Tipo de Datos en Variable,Type de données dans la variable,Type de données de la variable,Y,Y
Type of Load to Size On,Tipo de Carga para Dimensionar,Tipo de Carga para Dimensionar,Type de charge à dimensionner,Type de charge pour dimensionnement,,Y
Type of Modeling,Fracción de Aire de Retorno HVAC bajo Caso,Tipo de Modelado,Type de modélisation,Type de modélisation,Y,
Type of Rectangular Large Vertical Opening,Modelo de Temperatura del Terreno sin Perturbar,Tipo de Abertura Vertical Grande Rectangular,Type d'Ouverture Verticale Grande Rectangulaire,Type d'Ouverture Verticale Grande Rectangulaire,Y,
Type of Slat Angle Control for Blinds,Conversión de Unidades,Tipo de Control del Ángulo de Lamas para Persianas,Type de Contrôle de l'Angle des Lames pour Stores,Type de contrôle de l'angle des lames pour stores,Y,Y
U-Factor,Conversión de Unidades para Datos Tabulares,Factor U,Coefficient U,Facteur U,Y,Y
U-Factor Times Area Value,Valor U por Área,Valor de Factor U por Área,Valeur de Facteur U fois Surface,Valeur UA,Y,Y
U-Factor Times Area Value at Design Air Flow Rate,Valor U×A al Caudal de Aire de Diseño,Valor de Factor U por Área a Flujo de Aire de Diseño,Valeur du facteur U multiplié par la surface au débit d'air de conception,Valeur de Coefficient de Transmission Thermique × Aire au Débit d'Air de Conception,Y,Y
U-factor Times Area Value at Design Air Flow Rate,Presión Estática Interna del Aire de la Unidad,Valor de Factor U por Área a Caudal de Aire de Diseño,Valeur du coefficient de transmission thermique fois l'aire au débit d'air de conception,Valeur UA en débit d'air nominal,Y,Y
U-Factor Times Area Value at Free Convection Air Flow Rate,Valor U×A al Caudal de Aire de Convección Libre,Factor-U Multiplicado por el Área a Velocidad de Flujo de Aire en Convección Libre,Valeur du facteur U multiplié par la surface pour le débit d'air libre en convection naturelle,Valeur de Coefficient de Transmission Thermique × Aire à Débit d'Air en Convection Libre,Y,Y
U-Tube Distance,Tipo de Unidad,Distancia entre tubos en U,Distance en U,Distance entre les jambes de la U-tube,Y,Y
Under Case HVAC Return Air Fraction,Unidades,Fracción de Aire de Retorno HVAC Bajo el Caso,Fraction d'air de retour HVAC en cas de sous-dimensionnement,Fraction d'air de retour HVAC sous l'armoire,Y,Y
Undisturbed Ground Temperature Model,Frecuencia de Actualización,Modelo de Temperatura del Terreno sin Perturbaciones,Modèle de température du sol non perturbé,Modèle de température du sol non perturbé,Y,
Uniform Skin Loss Coefficient per Unit Area to Ambient Temperature,Coeficiente Uniforme de Pérdida por Superficie por Unidad de Área,Coeficiente de Pérdida de Piel Uniforme por Unidad de Área hacia la Temperatura Ambiente,Coefficient de Perte de Chaleur Uniforme par Unité de Surface par rapport à la Température Ambiante,Coefficient de perte thermique uniforme par unité de surface vers la température ambiante,Y,Y
Unit Conversion,Valor Límite Superior,Conversión de Unidades,Conversion d'unités,Conversion d'unités,Y,
Unit Conversion for Tabular Data,URL,Conversión de Unidades para Datos Tabulares,Conversion d'unités pour les données tabulaires,Conversion d'unités pour données tabulaires,Y,Y
Unit Internal Static Air Pressure,Usar Soluciones Directas de Bobinas,Presión Estática Interna del Aire de la Unidad,Pression statique interne unitaire de l'air,Pression Statique Interne de l'Air de l'Unité,Y,Y
Unit Type,Usar Serpentín de Enfriamiento DX DOAS,Tipo de Unidad,Type d'unité,Type d'unité,Y,
Units,Nombre del Cronograma de Fracción de Caudal,Unidades,Unités,Unités,Y,
Update Frequency,Usar Recalentamiento con Gas Caliente,Frecuencia de Actualización,Fréquence de mise à jour,Fréquence de mise à jour,Y,
Upper Limit Value,Usar Cargas de Aire Ideal,Valor Límite Superior,Valeur de la Limite Supérieure,Valeur Limite Supérieure,Y,Y
Url,Usar Tasas de Escalación de Combustibles NIST,URL,URL,Url,Y,Y
Use Coil Direct Solutions,Usar Superficies Representativas para Cálculos,Usar Soluciones Directas de Serpentín,Utiliser les solutions directes de serpentin,Utiliser les solutions de serpentin direct,Y,Y
Use DOAS DX Cooling Coil,Nombre del Programa de Disponibilidad de Uso,Usar Serpentín DX de DOAS,Utiliser la bobine de refroidissement DX de DOAS,Utiliser bobine DX de refroidissement DOAS,Y,Y
Use Flow Rate Fraction Schedule Name,Efectividad de Transferencia de Calor del Lado de Uso,Nombre de Programa de Fracción de Caudal de Uso,Utiliser le nom de l'agenda de fraction de débit,Nom de l'emploi du temps de fraction du débit d'utilisation,Y,Y
Use Hot Gas Reheat,Nombre del Nodo de Entrada Lateral,Usar Recalentamiento con Gas Caliente,Utiliser le Réchauffage au Gaz Chaud,Utiliser le Réchauffage par Gaz Chaud,Y,Y
Use Ideal Air Loads,Nombre del Nodo de Salida Lateral,Usar Cargas Ideales de Aire,Utiliser les charges d'air idéales,Utiliser les charges idéales d'air,Y,Y
Use NIST Fuel Escalation Rates,Usar Período de Horario de Verano del Archivo Meteorológico,Utilizar Tasas de Escalación de Combustible NIST,Utiliser les taux d'escalade de carburant du NIST,Utiliser les taux d'escalade de carburant du NIST,Y,
Use Representative Surfaces for Calculations,Usar Días Festivos y Especiales del Archivo Meteorológico,Usar Superficies Representativas para Cálculos,Utiliser des surfaces représentatives pour les calculs,Utiliser les Surfaces Représentatives pour les Calculs,Y,Y
Use Side Availability Schedule Name,Usar IR Horizontal del Archivo Climático,Nombre de Horario de Disponibilidad del Lado de Uso,Utiliser le nom de calendrier de disponibilité du côté,Nom du calendrier de disponibilité du côté utilisation,Y,Y
Use Side Design Flow Rate,Caudal de Diseño del Lado de Uso,Caudal de Diseño del Lado de Uso,Utiliser le débit de conception de la prise latérale,Débit volumique de conception côté utilisation,,Y
Use Side Effectiveness,Efectividad del Lado de Uso,Efectividad Lado de Uso,Efficacité du Côté Utilisé,Efficacité du côté utilisation,Y,Y
Use Side Heat Transfer Effectiveness,Usar indicadores de lluvia y nieve del archivo climático,Efectividad de Transferencia de Calor del Lado de Uso,Utiliser l'efficacité du transfert de chaleur latéral,Efficacité du transfert thermique côté utilisation,Y,Y
Use Side Inlet Height,Altura de Entrada del Lado de Uso,Altura de Entrada del Lado de Uso,Utiliser la hauteur d'entrée latérale,Hauteur de l'entrée côté consommation,,Y
Use Side Inlet Node Name,Usar Indicadores de Lluvia del Archivo Climático,Nombre del Nodo de Entrada del Lado de Uso,Utiliser le nom du nœud d'entrée latérale,Nom du Nœud d'Entrée du Côté Utilisation,Y,Y
Use Side Outlet Height,Altura de Salida del Lado de Uso,Altura de Salida del Lado de Uso,Utiliser la hauteur du clapet latéral,Hauteur de la sortie côté utilisation,,Y
Use Side Outlet Node Name,Usar Indicadores de Nieve del Archivo Climático,Nombre del Nodo de Salida del Lado de Uso,Utiliser le Nom du Nœud de Sortie Latérale,Nom du nœud de sortie côté utilisation,Y,Y
Use Weather File Daylight Saving Period,Tipo de Fluido Definido por el Usuario,Utilizar Período de Horario de Verano del Archivo Climático,Utiliser la période d'heure d'été du fichier météo,Utiliser la Période d'Heure d'Été du Fichier Météorologique,Y,Y
Use Weather File Holidays and Special Days,Capacidad de Diseño Especificada por el Usuario,Utilizar Días Festivos y Especiales del Archivo Climático,Utiliser les jours fériés et jours spéciaux du fichier météorologique,Utiliser les jours fériés et jours spéciaux du fichier météorologique,Y,
Use Weather File Horizontal IR,UUID,Usar IR Horizontal del Archivo Climático,Utiliser le rayonnement infrarouge horizontal du fichier météorologique,Utiliser le rayonnement IR horizontal du fichier météorologique,Y,Y
Use Weather File Rain and Snow Indicators,Valor,Usar Indicadores de Lluvia y Nieve del Archivo Climático,Utiliser les indicateurs de pluie et de neige du fichier météorologique,Utiliser les indicateurs de pluie et neige du fichier météo,Y,Y
Use Weather File Rain Indicators,Valor para Eficiencia de Celda si es Fijo,Usar indicadores de lluvia del archivo climático,Utiliser les indicateurs de pluie du fichier météorologique,Utiliser les indicateurs de pluie du fichier météorologique,Y,
Use Weather File Snow Indicators,Valor para Eficiencia de Conversión Térmica si es Fija,Usar indicadores de nieve del archivo meteorológico,Utiliser les indicateurs de neige du fichier météorologique,Utiliser les indicateurs de neige du fichier météorologique,Y,
User Defined Fluid Type,Temperatura de Condensación Variable Máxima para Unidad Interior,Tipo de Fluido Definido por el Usuario,Type de Fluide Défini par l'Utilisateur,Type de Fluide Défini par l'Utilisateur,Y,
User Specified Design Capacity,Temperatura de Condensación Variable Mínima para Unidad Interior,Capacidad de Diseño Especificada por el Usuario,Capacité de conception spécifiée par l'utilisateur,Capacité de conception spécifiée par l'utilisateur,Y,
UUID,Temperatura de Evaporación Variable Máxima para Unidad Interior,UUID,UUID,UUID,Y,
Value,Temperatura Evaporadora Variable Mínima para Unidad Interior,Valor,Valeur,Valeur,Y,
Value for Cell Efficiency if Fixed,Nombre de Variable,Valor de Eficiencia de Celda si es Fija,Valeur de l'efficacité des cellules si fixe,Valeur du rendement cellulaire si fixe,Y,Y
Value for Thermal Conversion Efficiency if Fixed,Nombre de Variable o Medidor,Valor de Eficiencia de Conversión Térmica si es Fijo,Valeur du rendement de conversion thermique si fixe,Valeur du rendement de conversion thermique si fixe,Y,
Value Until Time,Valor hasta la Hora,Valor hasta la Hora,Valeur jusqu'au moment,Valeur Jusqu'à l'Heure,,Y
Variable Condensing Temperature Maximum for Indoor Unit,Nombre de variable o medidor o variable EMS o nombre de campo,Temperatura de Condensación Variable - Máxima para Unidad Interior,Température de condensation variable maximale pour l'unité intérieure,Température de Condensation Variable Maximum pour l'Unité Intérieure,Y,Y
Variable Condensing Temperature Minimum for Indoor Unit,Nombre de Curva Cúbica de Bomba de Velocidad Variable,Temperatura de Condensación Variable Mínima para Unidad Interior,Température de Condensation Variable Minimale pour l'Unité Intérieure,Température de condensation variable - Minimum pour l'unité intérieure,Y,Y
Variable Evaporating Temperature Maximum for Indoor Unit,Tipo de Variable,Temperatura Evaporante Variable Máxima para Unidad Interior,Température d'évaporation variable maximale pour l'unité intérieure,Température d'évaporation variable - Maximum pour unité intérieure,Y,Y
Variable Evaporating Temperature Minimum for Indoor Unit,Modo de Control de Ventilación,Temperatura de Evaporación Variable Mínima para Unidad Interior,Température d'évaporation variable minimum pour l'unité intérieure,Température d'évaporation minimale de l'unité intérieure,Y,Y
Variable Name,Programa de Modo de Control de Ventilación,Nombre de Variable,Nom de variable,Nom de la variable,Y,Y
Variable or Meter Name,Nombre del Programa de Punto de Consigna de Temperatura de la Zona de Control de Ventilación,Nombre de Variable o Medidor,Nom de la variable ou du compteur,Nom de la variable ou du compteur,Y,
Variable or Meter or EMS Variable or Field Name,Tasa de Ventilación por Ocupante,Variable o Medidor o Variable EMS o Nombre de Campo,Nom de Variable ou Compteur ou Variable EMS ou Champ,Variable ou Compteur ou Variable EMS ou Nom de Champ,Y,Y
Variable Speed Pump Cubic Curve Name,Tasa de Ventilación por Área de Piso Unitaria,Nombre de Curva Cúbica de Bomba de Velocidad Variable,Nom de la courbe cubique pour pompe à vitesse variable,Nom de la Courbe Cubique de la Pompe à Vitesse Variable,Y,Y
Variable Type,Diferencia de Temperatura de Ventilación,Tipo de Variable,Type de variable,Type de variable,Y,
Velocity Squared Term Coefficient,Coeficiente del Término de Velocidad al Cuadrado,Coeficiente del Término de Velocidad al Cuadrado,Coefficient du terme de vitesse au carré,Coefficient du terme vitesse au carré,,Y
Velocity Term Coefficient,Coeficiente del Término de Velocidad,Coeficiente del Término de Velocidad,Coefficient du terme de vitesse,Coefficient de Terme de Vitesse,,Y
Ventilation Control Mode,Límite Bajo de Temperatura de Ventilación,Modo de Control de Ventilación,Mode de contrôle de la ventilation,Mode de contrôle de la ventilation,Y,
Ventilation Control Mode Schedule,Cronograma de Temperatura de Ventilación,Programa de Modo de Control de Ventilación,Calendrier de Mode de Contrôle de la Ventilation,Calendrier du Mode de Contrôle de Ventilation,Y,Y
Ventilation Control Zone Temperature Setpoint Schedule Name,Tipo de Ventilación,Nombre de Calendario del Punto de Consigna de Temperatura de la Zona de Control de Ventilación,Nom de l'horaire du point de consigne de température de la zone de contrôle de ventilation,Nom de la planification du point de consigne de température pour le contrôle de la ventilation de zone,Y,Y
Ventilation Rate per Occupant,Nombre del Horario de Disponibilidad de Ventilación,Tasa de Ventilación por Ocupante,Débit de ventilation par occupant,Débit de ventilation par occupant,Y,
Ventilation Rate per Unit Floor Area,Identificador de Versión,Tasa de Ventilación por Unidad de Área de Piso,Débit de ventilation par unité de surface de plancher,Débit de ventilation par unité de surface de plancher,Y,
Ventilation Temperature Difference,Marca de Tiempo de Versión,Diferencia de Temperatura de Ventilación,Différence de Température de Ventilation,Différence de Température de Ventilation,Y,
Ventilation Temperature Low Limit,UUID de Versión,Límite Inferior de Temperatura de Ventilación,Limite inférieure de température de ventilation,Limite inférieure de température de ventilation,Y,
Ventilation Temperature Schedule,Coordenada X del vértice,Programa de Temperatura de Ventilación,Calendrier de température de ventilation,Calendrier de Température de Ventilation,Y,Y
Ventilation Type,Coordenada Y del vértice,Tipo de Ventilación,Type de ventilation,Type de ventilation,Y,
Venting Availability Schedule Name,Coordenada Z del vértice,Nombre de Calendario de Disponibilidad de Ventilación,Nom du calendrier de disponibilité de la ventilation,Nom de l'Horaire de Disponibilité de Ventilation,Y,Y
Version Identifier,Altura Vertical usada para Factor de Corrección de Tuberías,Identificador de Versión,Identifiant de version,Identificateur de version,Y,Y
Version Timestamp,Ubicación Vertical,Marca de Tiempo de Versión,Horodatage de la version,Horodatage de version,Y,Y
Version UUID,Nombre de Curva de Eficiencia VFD,UUID de Versión,Version UUID,Identifiant UUID de version,Y,Y
Vertex X-coordinate,Tipo de Eficiencia VFD,Coordenada X del vértice,Coordonnée X du sommet,Coordonnée X du sommet,Y,
Vertex Y-coordinate,Factor de Dimensionamiento VFD,Coordenada Y del vértice,Coordonnée Y du sommet,Coordonnée Y du sommet,Y,
Vertex Z-coordinate,Factor de Vista,Coordenada Z del vértice,Coordonnée Z du sommet,Coordonnée Z du sommet,Y,
Vertical Height used for Piping Correction Factor,Factor de Vista hacia el Suelo,Altura Vertical utilizada para Factor de Corrección de Tuberías,Hauteur verticale utilisée pour le facteur de correction de la tuyauterie,Hauteur verticale utilisée pour le facteur de correction de tuyauterie,Y,Y
Vertical Location,Factor de Vista hacia Voladizo Exterior,Ubicación Vertical,Position Verticale,Localisation Verticale,Y,Y
VFD Control Type,Tipo de Control VFD,Tipo de Control VFD,Type de Contrôle VFD,Type de contrôle VFD,,Y
VFD Efficiency Curve Name,Coeficiente de Viscosidad A,Nombre de Curva de Eficiencia VFD,Nom de la courbe d'efficacité du VFD,Nom de la courbe d'efficacité VFD,Y,Y
VFD Efficiency Type,Coeficiente de Viscosidad B,Tipo de Eficiencia VFD,Type d'efficacité du VFD,Type d'efficacité VFD,Y,Y
VFD Sizing Factor,Coeficiente de Viscosidad C,Factor de Dimensionamiento VFD,Facteur de dimensionnement du VFD,Facteur de dimensionnement VFD,Y,Y
View Factor,Absortancia Visible,Factor de Vista,Facteur de vue,Facteur de vue,Y,
View Factor to Ground,Coeficiente de Extinción Visible,Factor de Visión al Suelo,Facteur de vue vers le sol,Facteur de vue vers le sol,Y,
View Factor to Outside Shelf,Índice de Refracción Visible,Factor de Vista al Alféizar Exterior,Facteur de vue vers l'auvent extérieur,Facteur de forme vers auvent extérieur,Y,Y
Viscosity Coefficient A,Reflectancia Visible,Coeficiente A de Viscosidad,Coefficient de viscosité A,Coefficient de viscosité A,Y,
Viscosity Coefficient B,Reflectancia Visible de las Paredes del Pozo,Coeficiente B de Viscosidad,Coefficient de viscosité B,Coefficient B de viscosité,Y,Y
Viscosity Coefficient C,Transmitancia Visible,Coeficiente de Viscosidad C,Coefficient de viscosité C,Coefficient de viscosité C,Y,
Visible Absorptance,Transmitancia Visible en Incidencia Normal,Absortancia Visible,Absorptance visible,Absorptance visible,Y,
Visible Extinction Coefficient,Voltaje en el Punto de Potencia Máxima,Coeficiente de Extinción Visible,Coefficient d'extinction visible,Coefficient d'extinction visible,Y,
Visible Index of Refraction,Volumen,Índice de Refracción Visible,Indice de réfraction visible,Indice de réfraction dans le visible,Y,Y
Visible Reflectance,Nombre de Parámetros de Ciclo de Descongelación de Cámara de Congelación,Reflectancia Visible,Réflectance visible,Réflectance visible,Y,
Visible Reflectance of Well Walls,Límite de Zona de Cámara,Reflectancia Visible de Paredes del Pozo,Réflectance visible des parois du puits,Réflectance Visible des Parois du Puits,Y,Y
Visible Transmittance,Nombre de Construcción de Pared,Transmitancia Visible,Transmittance Visible,Transmittance visible,Y,Y
Visible Transmittance at Normal Incidence,Profundidad de la Pared Debajo de la Losa,Transmitancia Visible en Incidencia Normal,Transmittance visible à incidence normale,Transmittance Lumineuse à Incidence Normale,Y,Y
Voltage at Maximum Power Point,Altura de Pared Sobre Nivel del Terreno,Voltaje en el Punto de Potencia Máxima,Tension au point de puissance maximale,Tension au point de puissance maximale,Y,
Volume,Función de Calor Residual Respecto a Curva de Temperatura,Volumen,Volume,Volume,Y,
WalkIn Defrost Cycle Parameters Name,Nombre de Curva de Función de Calor Residual en Función de la Temperatura,Nombre de Parámetros de Ciclo de Descongelación de Cámara,Nom des paramètres du cycle de dégivrage du congélateur ouvert,Nom des paramètres du cycle de dégivrage de la chambre froide,Y,Y
WalkIn Zone Boundary,Función Modificadora de Calor Residual en Función de la Temperatura,Límite de Zona de Cámara Frigorífica,Zone Limite du Comptoir Ouvert,Zone délimitante de chambre froide,Y,Y
Wall Construction Name,Nombre de la Bobina de Agua,Nombre de Construcción de Pared,Nom de la construction du mur,Nom de la construction de mur,Y,Y
Wall Depth Below Slab,Caudal Volumétrico del Condensador de Agua,Profundidad de Muro Bajo la Losa,Profondeur du Mur sous la Dalle,Profondeur du Mur Sous la Dalle,Y,Y
Wall Height Above Grade,Caudal de Diseño de Agua,Altura de Muro sobre el Nivel del Terreno,Hauteur du mur au-dessus du grade,Hauteur du mur au-dessus du niveau du sol,Y,Y
